SiteCode,TimePoint,NO2_obs
1102A,2019/1/14 20:00,80
1103A,2019/1/14 20:00,76
1104A,2019/1/14 20:00,76
1105A,2019/1/14 20:00,71
1106A,2019/1/14 20:00,71
1108A,2019/1/14 20:00,83
1109A,2019/1/14 20:00,68
1110A,2019/1/14 20:00,65
1111A,2019/1/14 20:00,51
1112A,2019/1/14 20:00,62
1113A,2019/1/14 20:00,26
1114A,2019/1/14 20:00,41
1115A,2019/1/14 20:00,44
1116A,2019/1/14 20:00,87
1117A,2019/1/14 20:00,94
1118A,2019/1/14 20:00,66
1119A,2019/1/14 20:00,70
1120A,2019/1/14 20:00,80
1121A,2019/1/14 20:00,96
1122A,2019/1/14 20:00,82
1123A,2019/1/14 20:00,83
1124A,2019/1/14 20:00,32
1125A,2019/1/14 20:00,54
1126A,2019/1/14 20:00,77
1127A,2019/1/14 20:00,76
1128A,2019/1/14 20:00,58
1129A,2019/1/14 20:00,84
1130A,2019/1/14 20:00,77
1131A,2019/1/14 20:00,49
1132A,2019/1/14 20:00,81
1133A,2019/1/14 20:00,73
1134A,2019/1/14 20:00,85
1135A,2019/1/14 20:00,83
1136A,2019/1/14 20:00,82
1137A,2019/1/14 20:00,81
1138A,2019/1/14 20:00,54
1140A,2019/1/14 20:00,69
1141A,2019/1/14 20:00,73
1142A,2019/1/14 20:00,72
1143A,2019/1/14 20:00,59
1144A,2019/1/14 20:00,62
1145A,2019/1/14 20:00,89
1146A,2019/1/14 20:00,65
1147A,2019/1/14 20:00,63
1148A,2019/1/14 20:00,77
1149A,2019/1/14 20:00,58
1150A,2019/1/14 20:00,60
1151A,2019/1/14 20:00,61
1152A,2019/1/14 20:00,69
1153A,2019/1/14 20:00,79
1154A,2019/1/14 20:00,88
1155A,2019/1/14 20:00,71
1156A,2019/1/14 20:00,83
1157A,2019/1/14 20:00,80
1158A,2019/1/14 20:00,92
1159A,2019/1/14 20:00,56
1160A,2019/1/14 20:00,92
1161A,2019/1/14 20:00,100
1162A,2019/1/14 20:00,96
1163A,2019/1/14 20:00,96
1164A,2019/1/14 20:00,62
1165A,2019/1/14 20:00,97
1166A,2019/1/14 20:00,91
1167A,2019/1/14 20:00,70
1168A,2019/1/14 20:00,46
1169A,2019/1/14 20:00,44
1170A,2019/1/14 20:00,27
1171A,2019/1/14 20:00,47
1172A,2019/1/14 20:00,42
1173A,2019/1/14 20:00,106
1177A,2019/1/14 20:00,60
1178A,2019/1/14 20:00,59
1180A,2019/1/14 20:00,60
1181A,2019/1/14 20:00,68
1186A,2019/1/14 20:00,61
1188A,2019/1/14 20:00,57
1189A,2019/1/14 20:00,98
1190A,2019/1/14 20:00,53
1191A,2019/1/14 20:00,53
1192A,2019/1/14 20:00,68
1193A,2019/1/14 20:00,73
1194A,2019/1/14 20:00,71
1195A,2019/1/14 20:00,55
1196A,2019/1/14 20:00,114
1200A,2019/1/14 20:00,107
1201A,2019/1/14 20:00,46
1203A,2019/1/14 20:00,53
1204A,2019/1/14 20:00,71
1205A,2019/1/14 20:00,61
1206A,2019/1/14 20:00,50
1207A,2019/1/14 20:00,34
1209A,2019/1/14 20:00,59
1210A,2019/1/14 20:00,76
1211A,2019/1/14 20:00,90
1212A,2019/1/14 20:00,67
1213A,2019/1/14 20:00,78
1214A,2019/1/14 20:00,80
1215A,2019/1/14 20:00,99
1216A,2019/1/14 20:00,90
1218A,2019/1/14 20:00,50
1220A,2019/1/14 20:00,69
1221A,2019/1/14 20:00,73
1223A,2019/1/14 20:00,69
1225A,2019/1/14 20:00,25
1226A,2019/1/14 20:00,47
1227A,2019/1/14 20:00,62
1228A,2019/1/14 20:00,74
1229A,2019/1/14 20:00,88
1230A,2019/1/14 20:00,80
1231A,2019/1/14 20:00,30
1232A,2019/1/14 20:00,76
1233A,2019/1/14 20:00,51
1234A,2019/1/14 20:00,86
1235A,2019/1/14 20:00,74
1236A,2019/1/14 20:00,93
1237A,2019/1/14 20:00,82
1239A,2019/1/14 20:00,68
1240A,2019/1/14 20:00,85
1241A,2019/1/14 20:00,72
1242A,2019/1/14 20:00,62
1243A,2019/1/14 20:00,66
1244A,2019/1/14 20:00,64
1245A,2019/1/14 20:00,55
1246A,2019/1/14 20:00,74
1247A,2019/1/14 20:00,73
1250A,2019/1/14 20:00,89
1252A,2019/1/14 20:00,71
1253A,2019/1/14 20:00,72
1255A,2019/1/14 20:00,52
1256A,2019/1/14 20:00,60
1257A,2019/1/14 20:00,70
1258A,2019/1/14 20:00,60
1259A,2019/1/14 20:00,12
1260A,2019/1/14 20:00,56
1262A,2019/1/14 20:00,67
1263A,2019/1/14 20:00,60
1264A,2019/1/14 20:00,49
1265A,2019/1/14 20:00,44
1266A,2019/1/14 20:00,46
1267A,2019/1/14 20:00,39
1268A,2019/1/14 20:00,48
1269A,2019/1/14 20:00,36
1270A,2019/1/14 20:00,58
1271A,2019/1/14 20:00,63
1272A,2019/1/14 20:00,48
1273A,2019/1/14 20:00,36
1274A,2019/1/14 20:00,60
1275A,2019/1/14 20:00,66
1276A,2019/1/14 20:00,65
1277A,2019/1/14 20:00,80
1278A,2019/1/14 20:00,80
1279A,2019/1/14 20:00,51
1280A,2019/1/14 20:00,51
1282A,2019/1/14 20:00,55
1283A,2019/1/14 20:00,37
1284A,2019/1/14 20:00,28
1285A,2019/1/14 20:00,28
1286A,2019/1/14 20:00,20
1287A,2019/1/14 20:00,21
1288A,2019/1/14 20:00,15
1290A,2019/1/14 20:00,43
1291A,2019/1/14 20:00,47
1292A,2019/1/14 20:00,18
1293A,2019/1/14 20:00,38
1294A,2019/1/14 20:00,46
1295A,2019/1/14 20:00,48
1296A,2019/1/14 20:00,23
1298A,2019/1/14 20:00,35
1299A,2019/1/14 20:00,95
1300A,2019/1/14 20:00,104
1301A,2019/1/14 20:00,118
1302A,2019/1/14 20:00,106
1303A,2019/1/14 20:00,115
1304A,2019/1/14 20:00,110
1305A,2019/1/14 20:00,114
1306A,2019/1/14 20:00,106
1307A,2019/1/14 20:00,54
1308A,2019/1/14 20:00,121
1309A,2019/1/14 20:00,145
1310A,2019/1/14 20:00,72
1311A,2019/1/14 20:00,98
1312A,2019/1/14 20:00,118
1313A,2019/1/14 20:00,60
1314A,2019/1/14 20:00,119
1315A,2019/1/14 20:00,152
1316A,2019/1/14 20:00,110
1317A,2019/1/14 20:00,126
1318A,2019/1/14 20:00,111
1319A,2019/1/14 20:00,120
1320A,2019/1/14 20:00,80
1321A,2019/1/14 20:00,95
1322A,2019/1/14 20:00,111
1323A,2019/1/14 20:00,110
1324A,2019/1/14 20:00,72
1325A,2019/1/14 20:00,51
1326A,2019/1/14 20:00,48
1327A,2019/1/14 20:00,51
1328A,2019/1/14 20:00,49
1329A,2019/1/14 20:00,43
1330A,2019/1/14 20:00,39
1331A,2019/1/14 20:00,37
1333A,2019/1/14 20:00,46
1334A,2019/1/14 20:00,24
1336A,2019/1/14 20:00,40
1337A,2019/1/14 20:00,53
1338A,2019/1/14 20:00,43
1339A,2019/1/14 20:00,50
1340A,2019/1/14 20:00,39
1341A,2019/1/14 20:00,56
1342A,2019/1/14 20:00,45
1343A,2019/1/14 20:00,44
1344A,2019/1/14 20:00,40
1345A,2019/1/14 20:00,115
1346A,2019/1/14 20:00,92
1348A,2019/1/14 20:00,98
1349A,2019/1/14 20:00,104
1350A,2019/1/14 20:00,124
1352A,2019/1/14 20:00,137
1353A,2019/1/14 20:00,75
1354A,2019/1/14 20:00,103
1355A,2019/1/14 20:00,27
1356A,2019/1/14 20:00,31
1357A,2019/1/14 20:00,27
1358A,2019/1/14 20:00,116
1359A,2019/1/14 20:00,103
1360A,2019/1/14 20:00,42
1361A,2019/1/14 20:00,36
1362A,2019/1/14 20:00,106
1363A,2019/1/14 20:00,11
1364A,2019/1/14 20:00,8
1365A,2019/1/14 20:00,16
1367A,2019/1/14 20:00,46
1368A,2019/1/14 20:00,80
1369A,2019/1/14 20:00,28
1370A,2019/1/14 20:00,59
1371A,2019/1/14 20:00,118
1372A,2019/1/14 20:00,116
1374A,2019/1/14 20:00,155
1375A,2019/1/14 20:00,122
1376A,2019/1/14 20:00,77
1377A,2019/1/14 20:00,86
1378A,2019/1/14 20:00,75
1379A,2019/1/14 20:00,118
1380A,2019/1/14 20:00,121
1381A,2019/1/14 20:00,94
1382A,2019/1/14 20:00,64
1383A,2019/1/14 20:00,81
1384A,2019/1/14 20:00,94
1385A,2019/1/14 20:00,45
1386A,2019/1/14 20:00,73
1387A,2019/1/14 20:00,81
1388A,2019/1/14 20:00,148
1389A,2019/1/14 20:00,100
1390A,2019/1/14 20:00,73
1391A,2019/1/14 20:00,100
1392A,2019/1/14 20:00,54
1393A,2019/1/14 20:00,75
1394A,2019/1/14 20:00,53
1395A,2019/1/14 20:00,44
1396A,2019/1/14 20:00,40
1397A,2019/1/14 20:00,86
1398A,2019/1/14 20:00,88
1399A,2019/1/14 20:00,50
1400A,2019/1/14 20:00,61
1508A,2019/1/14 20:00,35
1511A,2019/1/14 20:00,45
1512A,2019/1/14 20:00,43
1513A,2019/1/14 20:00,58
1514A,2019/1/14 20:00,48
1515A,2019/1/14 20:00,48
1518A,2019/1/14 20:00,57
1519A,2019/1/14 20:00,51
1520A,2019/1/14 20:00,48
1524A,2019/1/14 20:00,56
1559A,2019/1/14 20:00,46
1562A,2019/1/14 20:00,52
1564A,2019/1/14 20:00,18
1596A,2019/1/14 20:00,44
1597A,2019/1/14 20:00,42
1598A,2019/1/14 20:00,30
1599A,2019/1/14 20:00,29
1600A,2019/1/14 20:00,44
1601A,2019/1/14 20:00,21
1602A,2019/1/14 20:00,27
1603A,2019/1/14 20:00,24
1604A,2019/1/14 20:00,55
1605A,2019/1/14 20:00,57
1606A,2019/1/14 20:00,26
1607A,2019/1/14 20:00,99
1608A,2019/1/14 20:00,88
1609A,2019/1/14 20:00,110
1610A,2019/1/14 20:00,92
1611A,2019/1/14 20:00,29
1612A,2019/1/14 20:00,35
1613A,2019/1/14 20:00,35
1614A,2019/1/14 20:00,25
1616A,2019/1/14 20:00,65
1618A,2019/1/14 20:00,109
1619A,2019/1/14 20:00,110
1620A,2019/1/14 20:00,99
1621A,2019/1/14 20:00,108
1622A,2019/1/14 20:00,71
1624A,2019/1/14 20:00,73
1625A,2019/1/14 20:00,81
1627A,2019/1/14 20:00,74
1628A,2019/1/14 20:00,104
1629A,2019/1/14 20:00,116
1630A,2019/1/14 20:00,140
1631A,2019/1/14 20:00,134
1632A,2019/1/14 20:00,107
1633A,2019/1/14 20:00,134
1634A,2019/1/14 20:00,145
1635A,2019/1/14 20:00,110
1636A,2019/1/14 20:00,163
1637A,2019/1/14 20:00,72
1638A,2019/1/14 20:00,80
1639A,2019/1/14 20:00,94
1640A,2019/1/14 20:00,67
1641A,2019/1/14 20:00,90
1642A,2019/1/14 20:00,82
1643A,2019/1/14 20:00,85
1644A,2019/1/14 20:00,76
1645A,2019/1/14 20:00,75
1646A,2019/1/14 20:00,87
1648A,2019/1/14 20:00,80
1650A,2019/1/14 20:00,96
1652A,2019/1/14 20:00,95
1654A,2019/1/14 20:00,83
1655A,2019/1/14 20:00,86
1656A,2019/1/14 20:00,126
1657A,2019/1/14 20:00,56
1658A,2019/1/14 20:00,130
1659A,2019/1/14 20:00,120
1660A,2019/1/14 20:00,126
1661A,2019/1/14 20:00,84
1662A,2019/1/14 20:00,33
1663A,2019/1/14 20:00,62
1664A,2019/1/14 20:00,83
1665A,2019/1/14 20:00,112
1666A,2019/1/14 20:00,91
1669A,2019/1/14 20:00,54
1670A,2019/1/14 20:00,53
1671A,2019/1/14 20:00,60
1672A,2019/1/14 20:00,38
1673A,2019/1/14 20:00,50
1674A,2019/1/14 20:00,36
1675A,2019/1/14 20:00,28
1676A,2019/1/14 20:00,18
1677A,2019/1/14 20:00,34
1678A,2019/1/14 20:00,25
1679A,2019/1/14 20:00,38
1690A,2019/1/14 20:00,21
1691A,2019/1/14 20:00,84
1692A,2019/1/14 20:00,66
1693A,2019/1/14 20:00,14
1694A,2019/1/14 20:00,19
1695A,2019/1/14 20:00,14
1696A,2019/1/14 20:00,34
1697A,2019/1/14 20:00,34
1698A,2019/1/14 20:00,16
1702A,2019/1/14 20:00,52
1703A,2019/1/14 20:00,87
1705A,2019/1/14 20:00,38
1706A,2019/1/14 20:00,36
1708A,2019/1/14 20:00,36
1709A,2019/1/14 20:00,43
1710A,2019/1/14 20:00,36
1711A,2019/1/14 20:00,38
1712A,2019/1/14 20:00,37
1713A,2019/1/14 20:00,70
1714A,2019/1/14 20:00,60
1718A,2019/1/14 20:00,51
1719A,2019/1/14 20:00,41
1720A,2019/1/14 20:00,46
1721A,2019/1/14 20:00,4
1723A,2019/1/14 20:00,11
1724A,2019/1/14 20:00,10
1725A,2019/1/14 20:00,13
1726A,2019/1/14 20:00,5
1727A,2019/1/14 20:00,93
1728A,2019/1/14 20:00,124
1730A,2019/1/14 20:00,77
1731A,2019/1/14 20:00,82
1733A,2019/1/14 20:00,110
1734A,2019/1/14 20:00,104
1735A,2019/1/14 20:00,106
1736A,2019/1/14 20:00,115
1737A,2019/1/14 20:00,80
1738A,2019/1/14 20:00,91
1739A,2019/1/14 20:00,101
1740A,2019/1/14 20:00,74
1741A,2019/1/14 20:00,109
1742A,2019/1/14 20:00,97
1743A,2019/1/14 20:00,58
1744A,2019/1/14 20:00,8
1745A,2019/1/14 20:00,12
1746A,2019/1/14 20:00,13
1748A,2019/1/14 20:00,78
1749A,2019/1/14 20:00,85
1750A,2019/1/14 20:00,82
1751A,2019/1/14 20:00,85
1752A,2019/1/14 20:00,86
1753A,2019/1/14 20:00,84
1754A,2019/1/14 20:00,54
1755A,2019/1/14 20:00,93
1756A,2019/1/14 20:00,73
1757A,2019/1/14 20:00,91
1758A,2019/1/14 20:00,91
1759A,2019/1/14 20:00,73
1761A,2019/1/14 20:00,73
1762A,2019/1/14 20:00,59
1763A,2019/1/14 20:00,56
1764A,2019/1/14 20:00,62
1765A,2019/1/14 20:00,65
1766A,2019/1/14 20:00,72
1767A,2019/1/14 20:00,73
1768A,2019/1/14 20:00,89
1769A,2019/1/14 20:00,80
1770A,2019/1/14 20:00,70
1771A,2019/1/14 20:00,80
1772A,2019/1/14 20:00,95
1773A,2019/1/14 20:00,67
1774A,2019/1/14 20:00,89
1775A,2019/1/14 20:00,70
1776A,2019/1/14 20:00,91
1778A,2019/1/14 20:00,17
1779A,2019/1/14 20:00,28
1780A,2019/1/14 20:00,22
1781A,2019/1/14 20:00,29
1782A,2019/1/14 20:00,14
1783A,2019/1/14 20:00,21
1784A,2019/1/14 20:00,70
1785A,2019/1/14 20:00,66
1786A,2019/1/14 20:00,71
1787A,2019/1/14 20:00,50
1788A,2019/1/14 20:00,81
1789A,2019/1/14 20:00,19
1790A,2019/1/14 20:00,41
1791A,2019/1/14 20:00,44
1792A,2019/1/14 20:00,62
1793A,2019/1/14 20:00,36
1794A,2019/1/14 20:00,78
1795A,2019/1/14 20:00,79
1796A,2019/1/14 20:00,90
1797A,2019/1/14 20:00,96
1798A,2019/1/14 20:00,77
1799A,2019/1/14 20:00,57
1800A,2019/1/14 20:00,59
1801A,2019/1/14 20:00,61
1802A,2019/1/14 20:00,40
1803A,2019/1/14 20:00,30
1804A,2019/1/14 20:00,45
1805A,2019/1/14 20:00,34
1806A,2019/1/14 20:00,12
1808A,2019/1/14 20:00,27
1809A,2019/1/14 20:00,32
1810A,2019/1/14 20:00,15
1811A,2019/1/14 20:00,96
1812A,2019/1/14 20:00,58
1814A,2019/1/14 20:00,79
1815A,2019/1/14 20:00,85
1816A,2019/1/14 20:00,74
1817A,2019/1/14 20:00,77
1818A,2019/1/14 20:00,77
1819A,2019/1/14 20:00,70
1820A,2019/1/14 20:00,70
1822A,2019/1/14 20:00,75
1824A,2019/1/14 20:00,50
1825A,2019/1/14 20:00,54
1826A,2019/1/14 20:00,54
1828A,2019/1/14 20:00,97
1829A,2019/1/14 20:00,105
1830A,2019/1/14 20:00,102
1831A,2019/1/14 20:00,63
1832A,2019/1/14 20:00,69
1833A,2019/1/14 20:00,72
1834A,2019/1/14 20:00,60
1835A,2019/1/14 20:00,122
1836A,2019/1/14 20:00,118
1838A,2019/1/14 20:00,124
1839A,2019/1/14 20:00,70
1840A,2019/1/14 20:00,76
1841A,2019/1/14 20:00,75
1842A,2019/1/14 20:00,44
1843A,2019/1/14 20:00,68
1844A,2019/1/14 20:00,54
1845A,2019/1/14 20:00,58
1847A,2019/1/14 20:00,37
1848A,2019/1/14 20:00,51
1849A,2019/1/14 20:00,50
1850A,2019/1/14 20:00,36
1851A,2019/1/14 20:00,17
1852A,2019/1/14 20:00,36
1854A,2019/1/14 20:00,43
1857A,2019/1/14 20:00,18
1959A,2019/1/14 20:00,114
1960A,2019/1/14 20:00,106
1961A,2019/1/14 20:00,99
1962A,2019/1/14 20:00,109
1963A,2019/1/14 20:00,119
1965A,2019/1/14 20:00,84
1966A,2019/1/14 20:00,73
1968A,2019/1/14 20:00,136
1969A,2019/1/14 20:00,83
1970A,2019/1/14 20:00,79
1971A,2019/1/14 20:00,104
1972A,2019/1/14 20:00,107
1973A,2019/1/14 20:00,87
1974A,2019/1/14 20:00,79
1975A,2019/1/14 20:00,64
1976A,2019/1/14 20:00,66
1978A,2019/1/14 20:00,103
1979A,2019/1/14 20:00,32
1980A,2019/1/14 20:00,53
1981A,2019/1/14 20:00,82
1982A,2019/1/14 20:00,75
1983A,2019/1/14 20:00,71
1984A,2019/1/14 20:00,74
1985A,2019/1/14 20:00,109
1987A,2019/1/14 20:00,92
1988A,2019/1/14 20:00,88
1989A,2019/1/14 20:00,65
1990A,2019/1/14 20:00,49
1991A,2019/1/14 20:00,45
1992A,2019/1/14 20:00,51
1993A,2019/1/14 20:00,40
1994A,2019/1/14 20:00,49
1995A,2019/1/14 20:00,48
1996A,2019/1/14 20:00,33
1997A,2019/1/14 20:00,68
1998A,2019/1/14 20:00,64
1999A,2019/1/14 20:00,76
2000A,2019/1/14 20:00,73
2001A,2019/1/14 20:00,53
2002A,2019/1/14 20:00,84
2003A,2019/1/14 20:00,94
2004A,2019/1/14 20:00,57
2006A,2019/1/14 20:00,92
2007A,2019/1/14 20:00,82
2008A,2019/1/14 20:00,36
2010A,2019/1/14 20:00,44
2013A,2019/1/14 20:00,35
2014A,2019/1/14 20:00,62
2015A,2019/1/14 20:00,62
2017A,2019/1/14 20:00,64
2018A,2019/1/14 20:00,69
2019A,2019/1/14 20:00,45
2031A,2019/1/14 20:00,56
2054A,2019/1/14 20:00,29
2064A,2019/1/14 20:00,22
2065A,2019/1/14 20:00,29
2066A,2019/1/14 20:00,40
2067A,2019/1/14 20:00,41
2068A,2019/1/14 20:00,41
2069A,2019/1/14 20:00,47
2070A,2019/1/14 20:00,46
2074A,2019/1/14 20:00,32
2075A,2019/1/14 20:00,20
2160A,2019/1/14 20:00,64
2161A,2019/1/14 20:00,67
2162A,2019/1/14 20:00,71
2163A,2019/1/14 20:00,76
2164A,2019/1/14 20:00,56
2165A,2019/1/14 20:00,48
2166A,2019/1/14 20:00,13
2167A,2019/1/14 20:00,16
2168A,2019/1/14 20:00,23
2169A,2019/1/14 20:00,26
2170A,2019/1/14 20:00,20
2171A,2019/1/14 20:00,88
2173A,2019/1/14 20:00,69
2174A,2019/1/14 20:00,98
2179A,2019/1/14 20:00,76
2180A,2019/1/14 20:00,27
2181A,2019/1/14 20:00,33
2182A,2019/1/14 20:00,32
2189A,2019/1/14 20:00,9
2190A,2019/1/14 20:00,15
2191A,2019/1/14 20:00,5
2192A,2019/1/14 20:00,11
2197A,2019/1/14 20:00,12
2200A,2019/1/14 20:00,10
2201A,2019/1/14 20:00,4
2202A,2019/1/14 20:00,12
2203A,2019/1/14 20:00,4
2207A,2019/1/14 20:00,30
2208A,2019/1/14 20:00,16
2209A,2019/1/14 20:00,9
2210A,2019/1/14 20:00,14
2211A,2019/1/14 20:00,30
2212A,2019/1/14 20:00,80
2213A,2019/1/14 20:00,90
2214A,2019/1/14 20:00,94
2215A,2019/1/14 20:00,67
2216A,2019/1/14 20:00,88
2217A,2019/1/14 20:00,78
2218A,2019/1/14 20:00,92
2219A,2019/1/14 20:00,89
2220A,2019/1/14 20:00,32
2221A,2019/1/14 20:00,34
2222A,2019/1/14 20:00,41
2223A,2019/1/14 20:00,24
2224A,2019/1/14 20:00,88
2225A,2019/1/14 20:00,87
2226A,2019/1/14 20:00,93
2227A,2019/1/14 20:00,33
2228A,2019/1/14 20:00,51
2229A,2019/1/14 20:00,57
2230A,2019/1/14 20:00,79
2231A,2019/1/14 20:00,33
2232A,2019/1/14 20:00,61
2233A,2019/1/14 20:00,8
2234A,2019/1/14 20:00,12
2235A,2019/1/14 20:00,47
2236A,2019/1/14 20:00,26
2237A,2019/1/14 20:00,64
2238A,2019/1/14 20:00,75
2239A,2019/1/14 20:00,47
2241A,2019/1/14 20:00,60
2242A,2019/1/14 20:00,48
2243A,2019/1/14 20:00,61
2244A,2019/1/14 20:00,39
2245A,2019/1/14 20:00,63
2246A,2019/1/14 20:00,62
2247A,2019/1/14 20:00,27
2248A,2019/1/14 20:00,49
2249A,2019/1/14 20:00,31
2250A,2019/1/14 20:00,47
2251A,2019/1/14 20:00,21
2252A,2019/1/14 20:00,38
2253A,2019/1/14 20:00,22
2255A,2019/1/14 20:00,36
2256A,2019/1/14 20:00,74
2257A,2019/1/14 20:00,52
2258A,2019/1/14 20:00,74
2259A,2019/1/14 20:00,27
2260A,2019/1/14 20:00,60
2261A,2019/1/14 20:00,55
2262A,2019/1/14 20:00,17
2266A,2019/1/14 20:00,62
2267A,2019/1/14 20:00,48
2270A,2019/1/14 20:00,52
2271A,2019/1/14 20:00,62
2272A,2019/1/14 20:00,53
2273A,2019/1/14 20:00,69
2274A,2019/1/14 20:00,34
2275A,2019/1/14 20:00,55
2277A,2019/1/14 20:00,16
2278A,2019/1/14 20:00,36
2279A,2019/1/14 20:00,52
2280A,2019/1/14 20:00,46
2281A,2019/1/14 20:00,54
2282A,2019/1/14 20:00,73
2283A,2019/1/14 20:00,63
2284A,2019/1/14 20:00,71
2285A,2019/1/14 20:00,88
2286A,2019/1/14 20:00,82
2287A,2019/1/14 20:00,74
2288A,2019/1/14 20:00,76
2289A,2019/1/14 20:00,84
2290A,2019/1/14 20:00,78
2291A,2019/1/14 20:00,63
2292A,2019/1/14 20:00,58
2294A,2019/1/14 20:00,53
2295A,2019/1/14 20:00,39
2296A,2019/1/14 20:00,25
2297A,2019/1/14 20:00,29
2298A,2019/1/14 20:00,35
2299A,2019/1/14 20:00,50
2300A,2019/1/14 20:00,54
2301A,2019/1/14 20:00,42
2303A,2019/1/14 20:00,38
2305A,2019/1/14 20:00,47
2306A,2019/1/14 20:00,52
2307A,2019/1/14 20:00,51
2308A,2019/1/14 20:00,52
2309A,2019/1/14 20:00,69
2310A,2019/1/14 20:00,57
2311A,2019/1/14 20:00,52
2312A,2019/1/14 20:00,55
2314A,2019/1/14 20:00,82
2315A,2019/1/14 20:00,82
2316A,2019/1/14 20:00,69
2317A,2019/1/14 20:00,64
2318A,2019/1/14 20:00,84
2319A,2019/1/14 20:00,39
2320A,2019/1/14 20:00,25
2321A,2019/1/14 20:00,39
2322A,2019/1/14 20:00,24
2323A,2019/1/14 20:00,18
2324A,2019/1/14 20:00,26
2325A,2019/1/14 20:00,21
2326A,2019/1/14 20:00,17
2327A,2019/1/14 20:00,13
2331A,2019/1/14 20:00,6
2332A,2019/1/14 20:00,51
2333A,2019/1/14 20:00,26
2334A,2019/1/14 20:00,43
2335A,2019/1/14 20:00,69
2336A,2019/1/14 20:00,62
2337A,2019/1/14 20:00,45
2338A,2019/1/14 20:00,21
2339A,2019/1/14 20:00,45
2340A,2019/1/14 20:00,60
2341A,2019/1/14 20:00,72
2342A,2019/1/14 20:00,5
2343A,2019/1/14 20:00,12
2344A,2019/1/14 20:00,2
2345A,2019/1/14 20:00,12
2346A,2019/1/14 20:00,13
2347A,2019/1/14 20:00,20
2348A,2019/1/14 20:00,30
2349A,2019/1/14 20:00,38
2350A,2019/1/14 20:00,35
2351A,2019/1/14 20:00,35
2352A,2019/1/14 20:00,20
2353A,2019/1/14 20:00,18
2354A,2019/1/14 20:00,47
2355A,2019/1/14 20:00,50
2356A,2019/1/14 20:00,37
2357A,2019/1/14 20:00,43
2358A,2019/1/14 20:00,45
2359A,2019/1/14 20:00,36
2360A,2019/1/14 20:00,46
2361A,2019/1/14 20:00,45
2362A,2019/1/14 20:00,12
2363A,2019/1/14 20:00,16
2364A,2019/1/14 20:00,16
2365A,2019/1/14 20:00,33
2366A,2019/1/14 20:00,28
2367A,2019/1/14 20:00,35
2368A,2019/1/14 20:00,24
2369A,2019/1/14 20:00,33
2370A,2019/1/14 20:00,28
2371A,2019/1/14 20:00,28
2373A,2019/1/14 20:00,49
2374A,2019/1/14 20:00,43
2375A,2019/1/14 20:00,40
2376A,2019/1/14 20:00,33
2377A,2019/1/14 20:00,23
2378A,2019/1/14 20:00,30
2379A,2019/1/14 20:00,32
2380A,2019/1/14 20:00,20
2381A,2019/1/14 20:00,38
2382A,2019/1/14 20:00,36
2383A,2019/1/14 20:00,42
2384A,2019/1/14 20:00,38
2385A,2019/1/14 20:00,68
2386A,2019/1/14 20:00,67
2387A,2019/1/14 20:00,75
2389A,2019/1/14 20:00,79
2390A,2019/1/14 20:00,84
2391A,2019/1/14 20:00,93
2392A,2019/1/14 20:00,71
2394A,2019/1/14 20:00,69
2395A,2019/1/14 20:00,75
2396A,2019/1/14 20:00,49
2398A,2019/1/14 20:00,52
2399A,2019/1/14 20:00,44
2400A,2019/1/14 20:00,47
2401A,2019/1/14 20:00,44
2402A,2019/1/14 20:00,45
2403A,2019/1/14 20:00,82
2404A,2019/1/14 20:00,68
2405A,2019/1/14 20:00,58
2406A,2019/1/14 20:00,93
2407A,2019/1/14 20:00,69
2408A,2019/1/14 20:00,39
2409A,2019/1/14 20:00,43
2410A,2019/1/14 20:00,42
2411A,2019/1/14 20:00,43
2420A,2019/1/14 20:00,44
2421A,2019/1/14 20:00,37
2422A,2019/1/14 20:00,42
2423A,2019/1/14 20:00,59
2424A,2019/1/14 20:00,66
2426A,2019/1/14 20:00,50
2427A,2019/1/14 20:00,46
2428A,2019/1/14 20:00,12
2431A,2019/1/14 20:00,97
2432A,2019/1/14 20:00,90
2433A,2019/1/14 20:00,83
2434A,2019/1/14 20:00,80
2435A,2019/1/14 20:00,77
2437A,2019/1/14 20:00,38
2438A,2019/1/14 20:00,26
2439A,2019/1/14 20:00,47
2440A,2019/1/14 20:00,57
2441A,2019/1/14 20:00,56
2443A,2019/1/14 20:00,21
2444A,2019/1/14 20:00,21
2446A,2019/1/14 20:00,38
2447A,2019/1/14 20:00,51
2448A,2019/1/14 20:00,56
2449A,2019/1/14 20:00,64
2450A,2019/1/14 20:00,63
2451A,2019/1/14 20:00,34
2452A,2019/1/14 20:00,34
2453A,2019/1/14 20:00,35
2456A,2019/1/14 20:00,35
2457A,2019/1/14 20:00,31
2458A,2019/1/14 20:00,35
2459A,2019/1/14 20:00,33
2460A,2019/1/14 20:00,43
2461A,2019/1/14 20:00,41
2462A,2019/1/14 20:00,24
2463A,2019/1/14 20:00,35
2464A,2019/1/14 20:00,28
2465A,2019/1/14 20:00,39
2466A,2019/1/14 20:00,41
2467A,2019/1/14 20:00,23
2468A,2019/1/14 20:00,39
2469A,2019/1/14 20:00,33
2470A,2019/1/14 20:00,35
2471A,2019/1/14 20:00,40
2472A,2019/1/14 20:00,42
2473A,2019/1/14 20:00,47
2474A,2019/1/14 20:00,37
2475A,2019/1/14 20:00,44
2476A,2019/1/14 20:00,36
2477A,2019/1/14 20:00,36
2478A,2019/1/14 20:00,36
