SiteCode,TimePoint,NO2_obs
2405A,2019/1/14 13:00,45
2406A,2019/1/14 13:00,52
2407A,2019/1/14 13:00,37
2408A,2019/1/14 13:00,24
2409A,2019/1/14 13:00,26
2410A,2019/1/14 13:00,24
2411A,2019/1/14 13:00,29
2420A,2019/1/14 13:00,25
2421A,2019/1/14 13:00,22
2422A,2019/1/14 13:00,28
2423A,2019/1/14 13:00,60
2424A,2019/1/14 13:00,69
2426A,2019/1/14 13:00,58
2427A,2019/1/14 13:00,61
2428A,2019/1/14 13:00,17
2431A,2019/1/14 13:00,53
2432A,2019/1/14 13:00,46
2433A,2019/1/14 13:00,40
2434A,2019/1/14 13:00,32
2435A,2019/1/14 13:00,35
2437A,2019/1/14 13:00,51
2439A,2019/1/14 13:00,28
2440A,2019/1/14 13:00,35
2441A,2019/1/14 13:00,31
2443A,2019/1/14 13:00,8
2444A,2019/1/14 13:00,17
2446A,2019/1/14 13:00,40
2447A,2019/1/14 13:00,24
2448A,2019/1/14 13:00,30
2449A,2019/1/14 13:00,37
2450A,2019/1/14 13:00,37
2452A,2019/1/14 13:00,22
2453A,2019/1/14 13:00,22
2456A,2019/1/14 13:00,25
2457A,2019/1/14 13:00,32
2458A,2019/1/14 13:00,39
2459A,2019/1/14 13:00,35
2460A,2019/1/14 13:00,43
2461A,2019/1/14 13:00,39
2462A,2019/1/14 13:00,29
2463A,2019/1/14 13:00,37
2464A,2019/1/14 13:00,35
2465A,2019/1/14 13:00,38
2466A,2019/1/14 13:00,40
2467A,2019/1/14 13:00,23
2468A,2019/1/14 13:00,48
2469A,2019/1/14 13:00,39
2470A,2019/1/14 13:00,36
2471A,2019/1/14 13:00,45
2472A,2019/1/14 13:00,29
2473A,2019/1/14 13:00,30
2474A,2019/1/14 13:00,21
2475A,2019/1/14 13:00,30
2476A,2019/1/14 13:00,22
2477A,2019/1/14 13:00,30
2478A,2019/1/14 13:00,20
2479A,2019/1/14 13:00,36
2480A,2019/1/14 13:00,25
2481A,2019/1/14 13:00,27
2488A,2019/1/14 13:00,40
2489A,2019/1/14 13:00,36
2490A,2019/1/14 13:00,14
2491A,2019/1/14 13:00,44
2495A,2019/1/14 13:00,12
2496A,2019/1/14 13:00,15
2497A,2019/1/14 13:00,38
2498A,2019/1/14 13:00,21
2514A,2019/1/14 13:00,17
2515A,2019/1/14 13:00,16
2842A,2019/1/14 13:00,8
2845A,2019/1/14 13:00,71
2846A,2019/1/14 13:00,46
2858A,2019/1/14 13:00,74
2859A,2019/1/14 13:00,57
2860A,2019/1/14 13:00,70
2862A,2019/1/14 13:00,146
2865A,2019/1/14 13:00,67
2866A,2019/1/14 13:00,63
2868A,2019/1/14 13:00,48
2869A,2019/1/14 13:00,31
2870A,2019/1/14 13:00,45
2871A,2019/1/14 13:00,87
2872A,2019/1/14 13:00,66
2873A,2019/1/14 13:00,72
2874A,2019/1/14 13:00,20
2875A,2019/1/14 13:00,34
2877A,2019/1/14 13:00,94
2878A,2019/1/14 13:00,48
2897A,2019/1/14 13:00,44
2900A,2019/1/14 13:00,66
2907A,2019/1/14 13:00,59
2916A,2019/1/14 13:00,57
2919A,2019/1/14 13:00,71
2920A,2019/1/14 13:00,22
2921A,2019/1/14 13:00,52
2922A,2019/1/14 13:00,74
2923A,2019/1/14 13:00,50
2929A,2019/1/14 13:00,36
2994A,2019/1/14 13:00,44
2996A,2019/1/14 13:00,47
2997A,2019/1/14 13:00,35
3000A,2019/1/14 13:00,89
3002A,2019/1/14 13:00,82
3003A,2019/1/14 13:00,58
3004A,2019/1/14 13:00,25
3005A,2019/1/14 13:00,41
3006A,2019/1/14 13:00,34
3008A,2019/1/14 13:00,49
3009A,2019/1/14 13:00,62
3010A,2019/1/14 13:00,81
3012A,2019/1/14 13:00,28
3018A,2019/1/14 13:00,83
3020A,2019/1/14 13:00,74
3021A,2019/1/14 13:00,26
3022A,2019/1/14 13:00,71
3026A,2019/1/14 13:00,24
3034A,2019/1/14 13:00,12
3035A,2019/1/14 13:00,5
3036A,2019/1/14 13:00,40
3039A,2019/1/14 13:00,100
3046A,2019/1/14 13:00,36
3048A,2019/1/14 13:00,22
3051A,2019/1/14 13:00,51
3054A,2019/1/14 13:00,50
3057A,2019/1/14 13:00,51
3058A,2019/1/14 13:00,46
3059A,2019/1/14 13:00,72
3061A,2019/1/14 13:00,10
3064A,2019/1/14 13:00,98
3066A,2019/1/14 13:00,46
3131A,2019/1/14 13:00,40
3132A,2019/1/14 13:00,97
3134A,2019/1/14 13:00,40
3138A,2019/1/14 13:00,35
3139A,2019/1/14 13:00,38
3140A,2019/1/14 13:00,38
3141A,2019/1/14 13:00,44
3147A,2019/1/14 13:00,51
3149A,2019/1/14 13:00,42
3151A,2019/1/14 13:00,35
3153A,2019/1/14 13:00,51
3164A,2019/1/14 13:00,23
3169A,2019/1/14 13:00,94
3173A,2019/1/14 13:00,46
3178A,2019/1/14 13:00,70
3185A,2019/1/14 13:00,79
3187A,2019/1/14 13:00,32
3188A,2019/1/14 13:00,47
3190A,2019/1/14 13:00,39
3191A,2019/1/14 13:00,44
3194A,2019/1/14 13:00,39
3195A,2019/1/14 13:00,34
1001A,2019/1/14 14:00,137
1002A,2019/1/14 14:00,62
1003A,2019/1/14 14:00,136
1004A,2019/1/14 14:00,136
1005A,2019/1/14 14:00,128
1006A,2019/1/14 14:00,124
1007A,2019/1/14 14:00,117
1008A,2019/1/14 14:00,99
1009A,2019/1/14 14:00,60
1010A,2019/1/14 14:00,56
1011A,2019/1/14 14:00,109
1012A,2019/1/14 14:00,85
1015A,2019/1/14 14:00,40
1017A,2019/1/14 14:00,63
1018A,2019/1/14 14:00,57
1019A,2019/1/14 14:00,42
1021A,2019/1/14 14:00,58
1023A,2019/1/14 14:00,100
1024A,2019/1/14 14:00,57
1026A,2019/1/14 14:00,68
1027A,2019/1/14 14:00,35
1029A,2019/1/14 14:00,80
1030A,2019/1/14 14:00,125
1031A,2019/1/14 14:00,147
1032A,2019/1/14 14:00,134
1033A,2019/1/14 14:00,126
1034A,2019/1/14 14:00,132
1035A,2019/1/14 14:00,61
1036A,2019/1/14 14:00,65
1037A,2019/1/14 14:00,61
1038A,2019/1/14 14:00,50
1039A,2019/1/14 14:00,57
1040A,2019/1/14 14:00,53
1041A,2019/1/14 14:00,51
1042A,2019/1/14 14:00,107
1043A,2019/1/14 14:00,74
1044A,2019/1/14 14:00,76
1046A,2019/1/14 14:00,59
1047A,2019/1/14 14:00,63
1048A,2019/1/14 14:00,55
1049A,2019/1/14 14:00,52
1050A,2019/1/14 14:00,68
1051A,2019/1/14 14:00,65
1052A,2019/1/14 14:00,72
1053A,2019/1/14 14:00,70
1054A,2019/1/14 14:00,57
1055A,2019/1/14 14:00,65
1056A,2019/1/14 14:00,76
1057A,2019/1/14 14:00,8
1059A,2019/1/14 14:00,8
1060A,2019/1/14 14:00,8
1061A,2019/1/14 14:00,1
1062A,2019/1/14 14:00,55
1063A,2019/1/14 14:00,48
1064A,2019/1/14 14:00,53
1065A,2019/1/14 14:00,95
1066A,2019/1/14 14:00,54
1067A,2019/1/14 14:00,70
1068A,2019/1/14 14:00,84
1070A,2019/1/14 14:00,75
1071A,2019/1/14 14:00,60
1072A,2019/1/14 14:00,83
1073A,2019/1/14 14:00,75
1074A,2019/1/14 14:00,54
1075A,2019/1/14 14:00,50
1077A,2019/1/14 14:00,104
1078A,2019/1/14 14:00,80
1079A,2019/1/14 14:00,76
1080A,2019/1/14 14:00,104
1081A,2019/1/14 14:00,99
1083A,2019/1/14 14:00,36
1084A,2019/1/14 14:00,93
1085A,2019/1/14 14:00,80
1086A,2019/1/14 14:00,92
1087A,2019/1/14 14:00,89
1088A,2019/1/14 14:00,85
1089A,2019/1/14 14:00,82
1090A,2019/1/14 14:00,6
1091A,2019/1/14 14:00,20
1092A,2019/1/14 14:00,6
1093A,2019/1/14 14:00,4
1094A,2019/1/14 14:00,11
1095A,2019/1/14 14:00,14
1096A,2019/1/14 14:00,9
1097A,2019/1/14 14:00,15
1098A,2019/1/14 14:00,48
1099A,2019/1/14 14:00,48
1100A,2019/1/14 14:00,61
1102A,2019/1/14 14:00,64
1103A,2019/1/14 14:00,76
1104A,2019/1/14 14:00,58
1105A,2019/1/14 14:00,66
1106A,2019/1/14 14:00,57
1108A,2019/1/14 14:00,53
1109A,2019/1/14 14:00,35
1110A,2019/1/14 14:00,31
1111A,2019/1/14 14:00,22
1112A,2019/1/14 14:00,37
1113A,2019/1/14 14:00,23
1114A,2019/1/14 14:00,20
1115A,2019/1/14 14:00,28
1116A,2019/1/14 14:00,23
1117A,2019/1/14 14:00,32
1118A,2019/1/14 14:00,32
1119A,2019/1/14 14:00,63
1120A,2019/1/14 14:00,69
1121A,2019/1/14 14:00,60
1122A,2019/1/14 14:00,43
1123A,2019/1/14 14:00,55
1124A,2019/1/14 14:00,25
1125A,2019/1/14 14:00,26
1126A,2019/1/14 14:00,36
1127A,2019/1/14 14:00,34
1128A,2019/1/14 14:00,29
1129A,2019/1/14 14:00,63
1130A,2019/1/14 14:00,57
1131A,2019/1/14 14:00,47
1132A,2019/1/14 14:00,55
1133A,2019/1/14 14:00,74
1134A,2019/1/14 14:00,62
1135A,2019/1/14 14:00,76
1136A,2019/1/14 14:00,64
1137A,2019/1/14 14:00,75
1138A,2019/1/14 14:00,38
1139A,2019/1/14 14:00,51
1140A,2019/1/14 14:00,59
1141A,2019/1/14 14:00,45
1142A,2019/1/14 14:00,34
1143A,2019/1/14 14:00,38
1144A,2019/1/14 14:00,37
1145A,2019/1/14 14:00,29
1146A,2019/1/14 14:00,68
1147A,2019/1/14 14:00,46
1148A,2019/1/14 14:00,26
1149A,2019/1/14 14:00,24
1150A,2019/1/14 14:00,25
1151A,2019/1/14 14:00,69
1152A,2019/1/14 14:00,63
1153A,2019/1/14 14:00,62
1154A,2019/1/14 14:00,58
1156A,2019/1/14 14:00,61
1157A,2019/1/14 14:00,71
1158A,2019/1/14 14:00,52
1159A,2019/1/14 14:00,47
1160A,2019/1/14 14:00,76
1161A,2019/1/14 14:00,83
1162A,2019/1/14 14:00,65
1163A,2019/1/14 14:00,65
1164A,2019/1/14 14:00,74
1165A,2019/1/14 14:00,75
1166A,2019/1/14 14:00,66
1167A,2019/1/14 14:00,37
1168A,2019/1/14 14:00,16
1169A,2019/1/14 14:00,25
1170A,2019/1/14 14:00,10
1171A,2019/1/14 14:00,25
1172A,2019/1/14 14:00,19
1173A,2019/1/14 14:00,63
1177A,2019/1/14 14:00,32
1178A,2019/1/14 14:00,41
1180A,2019/1/14 14:00,34
1181A,2019/1/14 14:00,43
1182A,2019/1/14 14:00,44
1186A,2019/1/14 14:00,39
1188A,2019/1/14 14:00,56
1189A,2019/1/14 14:00,59
1190A,2019/1/14 14:00,38
1191A,2019/1/14 14:00,50
1192A,2019/1/14 14:00,55
1193A,2019/1/14 14:00,51
1194A,2019/1/14 14:00,63
1195A,2019/1/14 14:00,38
1196A,2019/1/14 14:00,84
1200A,2019/1/14 14:00,72
1201A,2019/1/14 14:00,53
1203A,2019/1/14 14:00,34
1204A,2019/1/14 14:00,49
1205A,2019/1/14 14:00,52
1206A,2019/1/14 14:00,36
1207A,2019/1/14 14:00,28
1209A,2019/1/14 14:00,42
1210A,2019/1/14 14:00,27
1211A,2019/1/14 14:00,42
1212A,2019/1/14 14:00,32
1213A,2019/1/14 14:00,33
1214A,2019/1/14 14:00,44
1215A,2019/1/14 14:00,27
1216A,2019/1/14 14:00,21
1218A,2019/1/14 14:00,16
1220A,2019/1/14 14:00,39
1221A,2019/1/14 14:00,44
1223A,2019/1/14 14:00,61
1224A,2019/1/14 14:00,74
1225A,2019/1/14 14:00,29
1226A,2019/1/14 14:00,62
1227A,2019/1/14 14:00,65
1228A,2019/1/14 14:00,64
1229A,2019/1/14 14:00,82
1230A,2019/1/14 14:00,79
1231A,2019/1/14 14:00,47
1232A,2019/1/14 14:00,70
1233A,2019/1/14 14:00,62
1234A,2019/1/14 14:00,78
1235A,2019/1/14 14:00,74
1236A,2019/1/14 14:00,67
1237A,2019/1/14 14:00,80
1239A,2019/1/14 14:00,66
1240A,2019/1/14 14:00,83
1241A,2019/1/14 14:00,69
1242A,2019/1/14 14:00,48
1243A,2019/1/14 14:00,54
1244A,2019/1/14 14:00,67
1245A,2019/1/14 14:00,43
1246A,2019/1/14 14:00,65
1247A,2019/1/14 14:00,64
1250A,2019/1/14 14:00,67
1252A,2019/1/14 14:00,72
1253A,2019/1/14 14:00,72
1255A,2019/1/14 14:00,45
1256A,2019/1/14 14:00,50
1257A,2019/1/14 14:00,46
1258A,2019/1/14 14:00,60
1259A,2019/1/14 14:00,18
1260A,2019/1/14 14:00,25
1262A,2019/1/14 14:00,49
1263A,2019/1/14 14:00,45
1264A,2019/1/14 14:00,32
1265A,2019/1/14 14:00,28
1266A,2019/1/14 14:00,38
1267A,2019/1/14 14:00,26
1268A,2019/1/14 14:00,36
1269A,2019/1/14 14:00,28
1270A,2019/1/14 14:00,65
1271A,2019/1/14 14:00,60
1272A,2019/1/14 14:00,41
1273A,2019/1/14 14:00,49
1274A,2019/1/14 14:00,61
1275A,2019/1/14 14:00,60
1276A,2019/1/14 14:00,44
1277A,2019/1/14 14:00,64
1278A,2019/1/14 14:00,62
1279A,2019/1/14 14:00,60
1282A,2019/1/14 14:00,32
1283A,2019/1/14 14:00,25
1284A,2019/1/14 14:00,28
1285A,2019/1/14 14:00,27
1286A,2019/1/14 14:00,12
1287A,2019/1/14 14:00,13
1288A,2019/1/14 14:00,7
1290A,2019/1/14 14:00,45
1291A,2019/1/14 14:00,43
1292A,2019/1/14 14:00,40
1293A,2019/1/14 14:00,31
1294A,2019/1/14 14:00,44
1295A,2019/1/14 14:00,44
1296A,2019/1/14 14:00,24
1298A,2019/1/14 14:00,34
1299A,2019/1/14 14:00,79
1300A,2019/1/14 14:00,85
1301A,2019/1/14 14:00,114
1302A,2019/1/14 14:00,80
1303A,2019/1/14 14:00,93
1304A,2019/1/14 14:00,85
1305A,2019/1/14 14:00,99
1306A,2019/1/14 14:00,91
1307A,2019/1/14 14:00,43
1308A,2019/1/14 14:00,84
1309A,2019/1/14 14:00,95
1310A,2019/1/14 14:00,84
1311A,2019/1/14 14:00,76
1312A,2019/1/14 14:00,58
1313A,2019/1/14 14:00,66
1314A,2019/1/14 14:00,107
1315A,2019/1/14 14:00,103
1316A,2019/1/14 14:00,104
1317A,2019/1/14 14:00,113
1318A,2019/1/14 14:00,93
1319A,2019/1/14 14:00,86
1320A,2019/1/14 14:00,97
1321A,2019/1/14 14:00,84
1322A,2019/1/14 14:00,94
1323A,2019/1/14 14:00,102
1324A,2019/1/14 14:00,65
1325A,2019/1/14 14:00,62
1326A,2019/1/14 14:00,54
1327A,2019/1/14 14:00,53
1328A,2019/1/14 14:00,58
1329A,2019/1/14 14:00,39
1330A,2019/1/14 14:00,43
1331A,2019/1/14 14:00,48
1333A,2019/1/14 14:00,43
1334A,2019/1/14 14:00,26
1336A,2019/1/14 14:00,34
1337A,2019/1/14 14:00,39
1338A,2019/1/14 14:00,37
1339A,2019/1/14 14:00,38
1340A,2019/1/14 14:00,30
1341A,2019/1/14 14:00,40
1342A,2019/1/14 14:00,38
1343A,2019/1/14 14:00,34
1344A,2019/1/14 14:00,31
1345A,2019/1/14 14:00,82
1346A,2019/1/14 14:00,74
1348A,2019/1/14 14:00,46
1349A,2019/1/14 14:00,50
1350A,2019/1/14 14:00,72
1351A,2019/1/14 14:00,27
1352A,2019/1/14 14:00,76
1353A,2019/1/14 14:00,18
1354A,2019/1/14 14:00,55
1355A,2019/1/14 14:00,24
1356A,2019/1/14 14:00,23
1357A,2019/1/14 14:00,32
1358A,2019/1/14 14:00,45
1359A,2019/1/14 14:00,39
1360A,2019/1/14 14:00,39
1361A,2019/1/14 14:00,14
1362A,2019/1/14 14:00,53
1363A,2019/1/14 14:00,8
1364A,2019/1/14 14:00,10
1365A,2019/1/14 14:00,15
1367A,2019/1/14 14:00,33
1368A,2019/1/14 14:00,33
1369A,2019/1/14 14:00,34
1370A,2019/1/14 14:00,22
1371A,2019/1/14 14:00,87
1373A,2019/1/14 14:00,84
1374A,2019/1/14 14:00,118
1375A,2019/1/14 14:00,104
1376A,2019/1/14 14:00,49
1377A,2019/1/14 14:00,38
1378A,2019/1/14 14:00,34
1379A,2019/1/14 14:00,81
1380A,2019/1/14 14:00,70
1381A,2019/1/14 14:00,89
1382A,2019/1/14 14:00,86
1383A,2019/1/14 14:00,65
1384A,2019/1/14 14:00,83
1385A,2019/1/14 14:00,76
1386A,2019/1/14 14:00,70
1387A,2019/1/14 14:00,26
1388A,2019/1/14 14:00,27
1389A,2019/1/14 14:00,25
1390A,2019/1/14 14:00,34
1391A,2019/1/14 14:00,42
1392A,2019/1/14 14:00,25
1393A,2019/1/14 14:00,31
1394A,2019/1/14 14:00,17
1396A,2019/1/14 14:00,22
1397A,2019/1/14 14:00,43
1398A,2019/1/14 14:00,54
1400A,2019/1/14 14:00,43
1508A,2019/1/14 14:00,32
1511A,2019/1/14 14:00,43
1512A,2019/1/14 14:00,40
1513A,2019/1/14 14:00,53
1514A,2019/1/14 14:00,47
1515A,2019/1/14 14:00,36
1518A,2019/1/14 14:00,44
1519A,2019/1/14 14:00,45
1520A,2019/1/14 14:00,38
1524A,2019/1/14 14:00,49
1559A,2019/1/14 14:00,40
1562A,2019/1/14 14:00,39
1564A,2019/1/14 14:00,18
1596A,2019/1/14 14:00,38
1597A,2019/1/14 14:00,37
1598A,2019/1/14 14:00,26
1599A,2019/1/14 14:00,28
1600A,2019/1/14 14:00,24
1601A,2019/1/14 14:00,39
1602A,2019/1/14 14:00,48
1603A,2019/1/14 14:00,34
1604A,2019/1/14 14:00,28
1605A,2019/1/14 14:00,23
1606A,2019/1/14 14:00,32
1607A,2019/1/14 14:00,45
1608A,2019/1/14 14:00,59
1609A,2019/1/14 14:00,64
1610A,2019/1/14 14:00,62
1611A,2019/1/14 14:00,10
1612A,2019/1/14 14:00,14
1613A,2019/1/14 14:00,18
1614A,2019/1/14 14:00,12
1616A,2019/1/14 14:00,103
1618A,2019/1/14 14:00,98
1620A,2019/1/14 14:00,83
1621A,2019/1/14 14:00,102
1622A,2019/1/14 14:00,55
1624A,2019/1/14 14:00,49
1625A,2019/1/14 14:00,34
1627A,2019/1/14 14:00,51
1628A,2019/1/14 14:00,73
1629A,2019/1/14 14:00,78
1630A,2019/1/14 14:00,80
1631A,2019/1/14 14:00,89
1632A,2019/1/14 14:00,81
1633A,2019/1/14 14:00,14
1634A,2019/1/14 14:00,59
1635A,2019/1/14 14:00,70
1636A,2019/1/14 14:00,85
1637A,2019/1/14 14:00,78
1638A,2019/1/14 14:00,76
1639A,2019/1/14 14:00,94
1640A,2019/1/14 14:00,36
1641A,2019/1/14 14:00,57
1642A,2019/1/14 14:00,24
1643A,2019/1/14 14:00,64
1644A,2019/1/14 14:00,79
1645A,2019/1/14 14:00,44
1646A,2019/1/14 14:00,35
1648A,2019/1/14 14:00,70
1650A,2019/1/14 14:00,84
1652A,2019/1/14 14:00,73
1653A,2019/1/14 14:00,57
1655A,2019/1/14 14:00,53
1656A,2019/1/14 14:00,100
1657A,2019/1/14 14:00,78
1658A,2019/1/14 14:00,95
1659A,2019/1/14 14:00,66
1660A,2019/1/14 14:00,63
1662A,2019/1/14 14:00,25
1663A,2019/1/14 14:00,61
1664A,2019/1/14 14:00,50
1665A,2019/1/14 14:00,54
1666A,2019/1/14 14:00,58
1667A,2019/1/14 14:00,56
1670A,2019/1/14 14:00,22
1671A,2019/1/14 14:00,27
1672A,2019/1/14 14:00,30
1673A,2019/1/14 14:00,30
1674A,2019/1/14 14:00,19
1675A,2019/1/14 14:00,15
1676A,2019/1/14 14:00,18
1677A,2019/1/14 14:00,21
1678A,2019/1/14 14:00,14
1679A,2019/1/14 14:00,22
1690A,2019/1/14 14:00,25
1691A,2019/1/14 14:00,27
1692A,2019/1/14 14:00,23
1693A,2019/1/14 14:00,16
1694A,2019/1/14 14:00,20
1695A,2019/1/14 14:00,14
1696A,2019/1/14 14:00,14
1697A,2019/1/14 14:00,13
1698A,2019/1/14 14:00,11
1702A,2019/1/14 14:00,16
1703A,2019/1/14 14:00,20
1705A,2019/1/14 14:00,21
1706A,2019/1/14 14:00,16
1708A,2019/1/14 14:00,21
1709A,2019/1/14 14:00,29
1710A,2019/1/14 14:00,26
1711A,2019/1/14 14:00,25
1712A,2019/1/14 14:00,42
1713A,2019/1/14 14:00,48
1714A,2019/1/14 14:00,45
1718A,2019/1/14 14:00,43
1719A,2019/1/14 14:00,32
1720A,2019/1/14 14:00,32
1721A,2019/1/14 14:00,7
1723A,2019/1/14 14:00,17
1724A,2019/1/14 14:00,20
1725A,2019/1/14 14:00,21
1726A,2019/1/14 14:00,11
1727A,2019/1/14 14:00,51
1728A,2019/1/14 14:00,38
1730A,2019/1/14 14:00,55
1731A,2019/1/14 14:00,51
1733A,2019/1/14 14:00,96
1734A,2019/1/14 14:00,99
1735A,2019/1/14 14:00,86
1736A,2019/1/14 14:00,96
1737A,2019/1/14 14:00,108
1738A,2019/1/14 14:00,37
1739A,2019/1/14 14:00,40
1740A,2019/1/14 14:00,33
1741A,2019/1/14 14:00,40
1742A,2019/1/14 14:00,37
1743A,2019/1/14 14:00,32
1744A,2019/1/14 14:00,17
1745A,2019/1/14 14:00,25
1746A,2019/1/14 14:00,16
1748A,2019/1/14 14:00,29
1749A,2019/1/14 14:00,33
1750A,2019/1/14 14:00,21
1751A,2019/1/14 14:00,32
1752A,2019/1/14 14:00,33
1753A,2019/1/14 14:00,34
1754A,2019/1/14 14:00,26
1755A,2019/1/14 14:00,64
1756A,2019/1/14 14:00,70
1757A,2019/1/14 14:00,73
1758A,2019/1/14 14:00,79
1759A,2019/1/14 14:00,56
1760A,2019/1/14 14:00,18
1761A,2019/1/14 14:00,89
1762A,2019/1/14 14:00,58
1763A,2019/1/14 14:00,52
1764A,2019/1/14 14:00,95
1765A,2019/1/14 14:00,101
1766A,2019/1/14 14:00,78
1767A,2019/1/14 14:00,47
1768A,2019/1/14 14:00,59
1769A,2019/1/14 14:00,58
1770A,2019/1/14 14:00,52
1771A,2019/1/14 14:00,59
1772A,2019/1/14 14:00,57
1773A,2019/1/14 14:00,44
1774A,2019/1/14 14:00,45
1775A,2019/1/14 14:00,59
1776A,2019/1/14 14:00,51
1778A,2019/1/14 14:00,20
1780A,2019/1/14 14:00,28
1781A,2019/1/14 14:00,31
1782A,2019/1/14 14:00,19
1783A,2019/1/14 14:00,31
1784A,2019/1/14 14:00,32
1785A,2019/1/14 14:00,40
1786A,2019/1/14 14:00,33
1787A,2019/1/14 14:00,31
1788A,2019/1/14 14:00,26
1789A,2019/1/14 14:00,21
1790A,2019/1/14 14:00,47
1791A,2019/1/14 14:00,35
1792A,2019/1/14 14:00,45
1793A,2019/1/14 14:00,44
1794A,2019/1/14 14:00,58
1795A,2019/1/14 14:00,41
1796A,2019/1/14 14:00,68
1797A,2019/1/14 14:00,51
1798A,2019/1/14 14:00,49
1799A,2019/1/14 14:00,54
1800A,2019/1/14 14:00,44
1801A,2019/1/14 14:00,43
1803A,2019/1/14 14:00,37
1804A,2019/1/14 14:00,45
1805A,2019/1/14 14:00,34
1806A,2019/1/14 14:00,21
1808A,2019/1/14 14:00,56
1809A,2019/1/14 14:00,28
1810A,2019/1/14 14:00,10
1811A,2019/1/14 14:00,52
1812A,2019/1/14 14:00,52
1814A,2019/1/14 14:00,83
1815A,2019/1/14 14:00,92
1817A,2019/1/14 14:00,59
1818A,2019/1/14 14:00,41
1819A,2019/1/14 14:00,49
1820A,2019/1/14 14:00,48
1822A,2019/1/14 14:00,69
1824A,2019/1/14 14:00,41
1825A,2019/1/14 14:00,53
1826A,2019/1/14 14:00,48
1828A,2019/1/14 14:00,84
1829A,2019/1/14 14:00,87
1830A,2019/1/14 14:00,99
1831A,2019/1/14 14:00,44
1832A,2019/1/14 14:00,52
1833A,2019/1/14 14:00,47
1834A,2019/1/14 14:00,45
1835A,2019/1/14 14:00,92
1836A,2019/1/14 14:00,88
1838A,2019/1/14 14:00,93
1839A,2019/1/14 14:00,21
1840A,2019/1/14 14:00,33
1841A,2019/1/14 14:00,47
1842A,2019/1/14 14:00,18
1843A,2019/1/14 14:00,38
1844A,2019/1/14 14:00,42
1845A,2019/1/14 14:00,39
1847A,2019/1/14 14:00,30
1848A,2019/1/14 14:00,47
1849A,2019/1/14 14:00,41
1850A,2019/1/14 14:00,33
1851A,2019/1/14 14:00,40
1852A,2019/1/14 14:00,32
1854A,2019/1/14 14:00,34
1857A,2019/1/14 14:00,21
1862A,2019/1/14 14:00,12
1959A,2019/1/14 14:00,85
1960A,2019/1/14 14:00,74
1961A,2019/1/14 14:00,84
1962A,2019/1/14 14:00,82
1963A,2019/1/14 14:00,80
1964A,2019/1/14 14:00,73
1965A,2019/1/14 14:00,72
1966A,2019/1/14 14:00,62
1968A,2019/1/14 14:00,90
1969A,2019/1/14 14:00,29
1970A,2019/1/14 14:00,25
1971A,2019/1/14 14:00,64
1972A,2019/1/14 14:00,52
1973A,2019/1/14 14:00,58
1974A,2019/1/14 14:00,52
1975A,2019/1/14 14:00,50
1976A,2019/1/14 14:00,34
1978A,2019/1/14 14:00,72
1979A,2019/1/14 14:00,34
1980A,2019/1/14 14:00,37
1981A,2019/1/14 14:00,32
1983A,2019/1/14 14:00,21
1984A,2019/1/14 14:00,23
1985A,2019/1/14 14:00,79
1987A,2019/1/14 14:00,56
1990A,2019/1/14 14:00,29
1991A,2019/1/14 14:00,27
1993A,2019/1/14 14:00,46
1994A,2019/1/14 14:00,48
1995A,2019/1/14 14:00,39
1996A,2019/1/14 14:00,28
1997A,2019/1/14 14:00,36
1998A,2019/1/14 14:00,33
1999A,2019/1/14 14:00,65
2000A,2019/1/14 14:00,62
2001A,2019/1/14 14:00,63
2002A,2019/1/14 14:00,46
2003A,2019/1/14 14:00,52
2004A,2019/1/14 14:00,70
2006A,2019/1/14 14:00,48
2007A,2019/1/14 14:00,36
2008A,2019/1/14 14:00,20
2010A,2019/1/14 14:00,34
2013A,2019/1/14 14:00,32
2014A,2019/1/14 14:00,50
2015A,2019/1/14 14:00,52
2017A,2019/1/14 14:00,46
2018A,2019/1/14 14:00,28
2019A,2019/1/14 14:00,34
2031A,2019/1/14 14:00,43
2054A,2019/1/14 14:00,26
2064A,2019/1/14 14:00,17
2065A,2019/1/14 14:00,24
2066A,2019/1/14 14:00,27
2067A,2019/1/14 14:00,31
2068A,2019/1/14 14:00,31
2069A,2019/1/14 14:00,40
2070A,2019/1/14 14:00,30
2074A,2019/1/14 14:00,17
2075A,2019/1/14 14:00,19
2160A,2019/1/14 14:00,73
2161A,2019/1/14 14:00,68
2162A,2019/1/14 14:00,78
2163A,2019/1/14 14:00,66
2164A,2019/1/14 14:00,66
2165A,2019/1/14 14:00,54
2166A,2019/1/14 14:00,14
2167A,2019/1/14 14:00,8
2168A,2019/1/14 14:00,17
2169A,2019/1/14 14:00,21
2170A,2019/1/14 14:00,18
2171A,2019/1/14 14:00,78
2173A,2019/1/14 14:00,64
2174A,2019/1/14 14:00,80
2179A,2019/1/14 14:00,49
2180A,2019/1/14 14:00,80
2181A,2019/1/14 14:00,75
2182A,2019/1/14 14:00,63
2189A,2019/1/14 14:00,19
2190A,2019/1/14 14:00,28
2191A,2019/1/14 14:00,16
2192A,2019/1/14 14:00,10
2197A,2019/1/14 14:00,10
2200A,2019/1/14 14:00,14
2201A,2019/1/14 14:00,5
2203A,2019/1/14 14:00,3
2207A,2019/1/14 14:00,28
2208A,2019/1/14 14:00,31
2209A,2019/1/14 14:00,27
2210A,2019/1/14 14:00,31
