NO2,station_code,pubtime 
66,1154A,2019/1/15 3:00
31,1155A,2019/1/15 3:00
56,1156A,2019/1/15 3:00
38,1157A,2019/1/15 3:00
60,1158A,2019/1/15 3:00
62,1159A,2019/1/15 3:00
44,1160A,2019/1/15 3:00
57,1161A,2019/1/15 3:00
38,1162A,2019/1/15 3:00
36,1163A,2019/1/15 3:00
45,1164A,2019/1/15 3:00
50,1165A,2019/1/15 3:00
42,1166A,2019/1/15 3:00
38,1167A,2019/1/15 3:00
28,1168A,2019/1/15 3:00
28,1169A,2019/1/15 3:00
14,1170A,2019/1/15 3:00
39,1171A,2019/1/15 3:00
26,1172A,2019/1/15 3:00
101,1173A,2019/1/15 3:00
46,1177A,2019/1/15 3:00
52,1178A,2019/1/15 3:00
56,1180A,2019/1/15 3:00
64,1181A,2019/1/15 3:00
69,1182A,2019/1/15 3:00
,1184A,2019/1/15 3:00
38,1186A,2019/1/15 3:00
,1187A,2019/1/15 3:00
51,1188A,2019/1/15 3:00
70,1189A,2019/1/15 3:00
54,1190A,2019/1/15 3:00
54,1191A,2019/1/15 3:00
68,1192A,2019/1/15 3:00
54,1193A,2019/1/15 3:00
45,1194A,2019/1/15 3:00
68,1195A,2019/1/15 3:00
77,1196A,2019/1/15 3:00
80,1200A,2019/1/15 3:00
40,1201A,2019/1/15 3:00
74,1203A,2019/1/15 3:00
49,1204A,2019/1/15 3:00
69,1205A,2019/1/15 3:00
39,1206A,2019/1/15 3:00
39,1207A,2019/1/15 3:00
47,1209A,2019/1/15 3:00
63,1210A,2019/1/15 3:00
70,1211A,2019/1/15 3:00
45,1212A,2019/1/15 3:00
69,1213A,2019/1/15 3:00
62,1214A,2019/1/15 3:00
41,1215A,2019/1/15 3:00
41,1216A,2019/1/15 3:00
46,1218A,2019/1/15 3:00
48,1220A,2019/1/15 3:00
49,1221A,2019/1/15 3:00
64,1223A,2019/1/15 3:00
,1224A,2019/1/15 3:00
20,1225A,2019/1/15 3:00
76,1226A,2019/1/15 3:00
60,1227A,2019/1/15 3:00
73,1228A,2019/1/15 3:00
78,1229A,2019/1/15 3:00
67,1230A,2019/1/15 3:00
70,1231A,2019/1/15 3:00
73,1232A,2019/1/15 3:00
71,1233A,2019/1/15 3:00
84,1234A,2019/1/15 3:00
68,1235A,2019/1/15 3:00
81,1236A,2019/1/15 3:00
68,1237A,2019/1/15 3:00
63,1239A,2019/1/15 3:00
71,1240A,2019/1/15 3:00
59,1241A,2019/1/15 3:00
41,1242A,2019/1/15 3:00
50,1243A,2019/1/15 3:00
52,1244A,2019/1/15 3:00
26,1245A,2019/1/15 3:00
51,1246A,2019/1/15 3:00
54,1247A,2019/1/15 3:00
70,1250A,2019/1/15 3:00
61,1252A,2019/1/15 3:00
56,1253A,2019/1/15 3:00
20,1255A,2019/1/15 3:00
48,1256A,2019/1/15 3:00
44,1257A,2019/1/15 3:00
13,1258A,2019/1/15 3:00
10,1259A,2019/1/15 3:00
16,1260A,2019/1/15 3:00
56,1262A,2019/1/15 3:00
53,1263A,2019/1/15 3:00
46,1264A,2019/1/15 3:00
44,1265A,2019/1/15 3:00
48,1266A,2019/1/15 3:00
28,1267A,2019/1/15 3:00
29,1268A,2019/1/15 3:00
23,1269A,2019/1/15 3:00
51,1270A,2019/1/15 3:00
52,1271A,2019/1/15 3:00
39,1272A,2019/1/15 3:00
47,1273A,2019/1/15 3:00
54,1274A,2019/1/15 3:00
53,1275A,2019/1/15 3:00
48,1276A,2019/1/15 3:00
56,1277A,2019/1/15 3:00
59,1278A,2019/1/15 3:00
47,1279A,2019/1/15 3:00
10,1280A,2019/1/15 3:00
54,1282A,2019/1/15 3:00
56,1283A,2019/1/15 3:00
44,1284A,2019/1/15 3:00
43,1285A,2019/1/15 3:00
10,1286A,2019/1/15 3:00
17,1287A,2019/1/15 3:00
25,1288A,2019/1/15 3:00
31,1290A,2019/1/15 3:00
40,1291A,2019/1/15 3:00
11,1292A,2019/1/15 3:00
17,1293A,2019/1/15 3:00
29,1294A,2019/1/15 3:00
32,1295A,2019/1/15 3:00
17,1296A,2019/1/15 3:00
14,1298A,2019/1/15 3:00
63,1299A,2019/1/15 3:00
79,1300A,2019/1/15 3:00
85,1301A,2019/1/15 3:00
76,1302A,2019/1/15 3:00
78,1303A,2019/1/15 3:00
73,1304A,2019/1/15 3:00
76,1305A,2019/1/15 3:00
84,1306A,2019/1/15 3:00
23,1307A,2019/1/15 3:00
112,1308A,2019/1/15 3:00
127,1309A,2019/1/15 3:00
120,1310A,2019/1/15 3:00
114,1311A,2019/1/15 3:00
117,1312A,2019/1/15 3:00
99,1313A,2019/1/15 3:00
92,1314A,2019/1/15 3:00
121,1315A,2019/1/15 3:00
74,1316A,2019/1/15 3:00
88,1317A,2019/1/15 3:00
65,1318A,2019/1/15 3:00
83,1319A,2019/1/15 3:00
67,1320A,2019/1/15 3:00
64,1321A,2019/1/15 3:00
93,1322A,2019/1/15 3:00
84,1323A,2019/1/15 3:00
63,1324A,2019/1/15 3:00
40,1325A,2019/1/15 3:00
43,1326A,2019/1/15 3:00
42,1327A,2019/1/15 3:00
41,1328A,2019/1/15 3:00
29,1329A,2019/1/15 3:00
31,1330A,2019/1/15 3:00
34,1331A,2019/1/15 3:00
39,1333A,2019/1/15 3:00
22,1334A,2019/1/15 3:00
,1335A,2019/1/15 3:00
23,1336A,2019/1/15 3:00
34,1337A,2019/1/15 3:00
22,1338A,2019/1/15 3:00
28,1339A,2019/1/15 3:00
18,1340A,2019/1/15 3:00
26,1341A,2019/1/15 3:00
25,1342A,2019/1/15 3:00
26,1343A,2019/1/15 3:00
23,1344A,2019/1/15 3:00
100,1345A,2019/1/15 3:00
104,1346A,2019/1/15 3:00
98,1348A,2019/1/15 3:00
92,1349A,2019/1/15 3:00
107,1350A,2019/1/15 3:00
58,1351A,2019/1/15 3:00
94,1352A,2019/1/15 3:00
48,1353A,2019/1/15 3:00
83,1354A,2019/1/15 3:00
25,1355A,2019/1/15 3:00
16,1356A,2019/1/15 3:00
18,1357A,2019/1/15 3:00
21,1358A,2019/1/15 3:00
19,1359A,2019/1/15 3:00
23,1360A,2019/1/15 3:00
6,1361A,2019/1/15 3:00
28,1362A,2019/1/15 3:00
3,1363A,2019/1/15 3:00
21,1364A,2019/1/15 3:00
10,1365A,2019/1/15 3:00
21,1366A,2019/1/15 3:00
16,1367A,2019/1/15 3:00
20,1368A,2019/1/15 3:00
25,1369A,2019/1/15 3:00
26,1370A,2019/1/15 3:00
97,1371A,2019/1/15 3:00
94,1372A,2019/1/15 3:00
94,1373A,2019/1/15 3:00
116,1374A,2019/1/15 3:00
101,1375A,2019/1/15 3:00
72,1376A,2019/1/15 3:00
54,1377A,2019/1/15 3:00
48,1378A,2019/1/15 3:00
48,1379A,2019/1/15 3:00
54,1380A,2019/1/15 3:00
38,1381A,2019/1/15 3:00
29,1382A,2019/1/15 3:00
98,1383A,2019/1/15 3:00
69,1384A,2019/1/15 3:00
59,1385A,2019/1/15 3:00
69,1386A,2019/1/15 3:00
91,1387A,2019/1/15 3:00
117,1388A,2019/1/15 3:00
100,1389A,2019/1/15 3:00
102,1390A,2019/1/15 3:00
98,1391A,2019/1/15 3:00
36,1392A,2019/1/15 3:00
41,1393A,2019/1/15 3:00
38,1394A,2019/1/15 3:00
18,1395A,2019/1/15 3:00
18,1396A,2019/1/15 3:00
49,1397A,2019/1/15 3:00
,1398A,2019/1/15 3:00
43,1399A,2019/1/15 3:00
28,1400A,2019/1/15 3:00
17,1508A,2019/1/15 3:00
20,1511A,2019/1/15 3:00
26,1512A,2019/1/15 3:00
35,1513A,2019/1/15 3:00
32,1514A,2019/1/15 3:00
26,1515A,2019/1/15 3:00
30,1518A,2019/1/15 3:00
29,1519A,2019/1/15 3:00
29,1520A,2019/1/15 3:00
35,1524A,2019/1/15 3:00
26,1559A,2019/1/15 3:00
30,1562A,2019/1/15 3:00
15,1564A,2019/1/15 3:00
14,1596A,2019/1/15 3:00
11,1597A,2019/1/15 3:00
8,1598A,2019/1/15 3:00
6,1599A,2019/1/15 3:00
30,1600A,2019/1/15 3:00
43,1601A,2019/1/15 3:00
32,1602A,2019/1/15 3:00
33,1603A,2019/1/15 3:00
10,1604A,2019/1/15 3:00
7,1605A,2019/1/15 3:00
20,1606A,2019/1/15 3:00
7,1607A,2019/1/15 3:00
7,1608A,2019/1/15 3:00
19,1609A,2019/1/15 3:00
6,1610A,2019/1/15 3:00
17,1611A,2019/1/15 3:00
24,1612A,2019/1/15 3:00
29,1613A,2019/1/15 3:00
11,1614A,2019/1/15 3:00
53,1616A,2019/1/15 3:00
92,1618A,2019/1/15 3:00
91,1619A,2019/1/15 3:00
86,1620A,2019/1/15 3:00
92,1621A,2019/1/15 3:00
16,1622A,2019/1/15 3:00
15,1624A,2019/1/15 3:00
77,1625A,2019/1/15 3:00
69,1627A,2019/1/15 3:00
43,1628A,2019/1/15 3:00
43,1629A,2019/1/15 3:00
43,1630A,2019/1/15 3:00
79,1631A,2019/1/15 3:00
62,1632A,2019/1/15 3:00
69,1633A,2019/1/15 3:00
84,1634A,2019/1/15 3:00
74,1635A,2019/1/15 3:00
71,1636A,2019/1/15 3:00
60,1637A,2019/1/15 3:00
78,1638A,2019/1/15 3:00
78,1639A,2019/1/15 3:00
55,1640A,2019/1/15 3:00
63,1641A,2019/1/15 3:00
40,1642A,2019/1/15 3:00
49,1643A,2019/1/15 3:00
50,1644A,2019/1/15 3:00
37,1645A,2019/1/15 3:00
54,1646A,2019/1/15 3:00
95,1648A,2019/1/15 3:00
100,1650A,2019/1/15 3:00
100,1652A,2019/1/15 3:00
77,1653A,2019/1/15 3:00
76,1654A,2019/1/15 3:00
76,1655A,2019/1/15 3:00
28,1656A,2019/1/15 3:00
89,1657A,2019/1/15 3:00
78,1658A,2019/1/15 3:00
87,1659A,2019/1/15 3:00
93,1660A,2019/1/15 3:00
80,1661A,2019/1/15 3:00
26,1662A,2019/1/15 3:00
48,1663A,2019/1/15 3:00
,1664A,2019/1/15 3:00
3,1665A,2019/1/15 3:00
2,1666A,2019/1/15 3:00
2,1667A,2019/1/15 3:00
36,1669A,2019/1/15 3:00
43,1670A,2019/1/15 3:00
38,1671A,2019/1/15 3:00
38,1672A,2019/1/15 3:00
39,1673A,2019/1/15 3:00
32,1674A,2019/1/15 3:00
20,1675A,2019/1/15 3:00
18,1676A,2019/1/15 3:00
48,1677A,2019/1/15 3:00
16,1678A,2019/1/15 3:00
32,1679A,2019/1/15 3:00
17,1690A,2019/1/15 3:00
50,1691A,2019/1/15 3:00
36,1692A,2019/1/15 3:00
17,1693A,2019/1/15 3:00
17,1694A,2019/1/15 3:00
12,1695A,2019/1/15 3:00
22,1696A,2019/1/15 3:00
35,1697A,2019/1/15 3:00
40,1698A,2019/1/15 3:00
28,1702A,2019/1/15 3:00
44,1703A,2019/1/15 3:00
36,1705A,2019/1/15 3:00
29,1706A,2019/1/15 3:00
18,1708A,2019/1/15 3:00
49,1709A,2019/1/15 3:00
42,1710A,2019/1/15 3:00
22,1711A,2019/1/15 3:00
32,1712A,2019/1/15 3:00
58,1713A,2019/1/15 3:00
56,1714A,2019/1/15 3:00
52,1718A,2019/1/15 3:00
55,1719A,2019/1/15 3:00
47,1720A,2019/1/15 3:00
2,1721A,2019/1/15 3:00
9,1723A,2019/1/15 3:00
9,1724A,2019/1/15 3:00
17,1725A,2019/1/15 3:00
3,1726A,2019/1/15 3:00
39,1727A,2019/1/15 3:00
27,1728A,2019/1/15 3:00
41,1730A,2019/1/15 3:00
52,1731A,2019/1/15 3:00
18,1733A,2019/1/15 3:00
20,1734A,2019/1/15 3:00
22,1735A,2019/1/15 3:00
20,1736A,2019/1/15 3:00
28,1737A,2019/1/15 3:00
,1738A,2019/1/15 3:00
19,1739A,2019/1/15 3:00
8,1740A,2019/1/15 3:00
14,1741A,2019/1/15 3:00
3,1742A,2019/1/15 3:00
14,1743A,2019/1/15 3:00
2,1744A,2019/1/15 3:00
3,1745A,2019/1/15 3:00
2,1746A,2019/1/15 3:00
15,1748A,2019/1/15 3:00
24,1749A,2019/1/15 3:00
12,1750A,2019/1/15 3:00
8,1751A,2019/1/15 3:00
14,1752A,2019/1/15 3:00
22,1753A,2019/1/15 3:00
20,1754A,2019/1/15 3:00
12,1755A,2019/1/15 3:00
8,1756A,2019/1/15 3:00
13,1757A,2019/1/15 3:00
12,1758A,2019/1/15 3:00
16,1759A,2019/1/15 3:00
6,1760A,2019/1/15 3:00
13,1761A,2019/1/15 3:00
15,1762A,2019/1/15 3:00
10,1763A,2019/1/15 3:00
17,1764A,2019/1/15 3:00
16,1765A,2019/1/15 3:00
13,1766A,2019/1/15 3:00
13,1767A,2019/1/15 3:00
12,1768A,2019/1/15 3:00
8,1769A,2019/1/15 3:00
3,1770A,2019/1/15 3:00
6,1771A,2019/1/15 3:00
21,1772A,2019/1/15 3:00
19,1773A,2019/1/15 3:00
19,1774A,2019/1/15 3:00
22,1775A,2019/1/15 3:00
21,1776A,2019/1/15 3:00
11,1778A,2019/1/15 3:00
6,1779A,2019/1/15 3:00
4,1780A,2019/1/15 3:00
18,1781A,2019/1/15 3:00
4,1782A,2019/1/15 3:00
13,1783A,2019/1/15 3:00
49,1784A,2019/1/15 3:00
55,1785A,2019/1/15 3:00
54,1786A,2019/1/15 3:00
43,1787A,2019/1/15 3:00
51,1788A,2019/1/15 3:00
5,1789A,2019/1/15 3:00
8,1790A,2019/1/15 3:00
16,1791A,2019/1/15 3:00
19,1792A,2019/1/15 3:00
10,1793A,2019/1/15 3:00
50,1794A,2019/1/15 3:00
45,1795A,2019/1/15 3:00
69,1796A,2019/1/15 3:00
57,1797A,2019/1/15 3:00
46,1798A,2019/1/15 3:00
52,1799A,2019/1/15 3:00
54,1800A,2019/1/15 3:00
50,1801A,2019/1/15 3:00
5,1802A,2019/1/15 3:00
34,1803A,2019/1/15 3:00
47,1804A,2019/1/15 3:00
40,1805A,2019/1/15 3:00
13,1806A,2019/1/15 3:00
30,1808A,2019/1/15 3:00
45,1809A,2019/1/15 3:00
14,1810A,2019/1/15 3:00
63,1811A,2019/1/15 3:00
53,1812A,2019/1/15 3:00
74,1814A,2019/1/15 3:00
80,1815A,2019/1/15 3:00
61,1816A,2019/1/15 3:00
57,1817A,2019/1/15 3:00
75,1818A,2019/1/15 3:00
96,1819A,2019/1/15 3:00
98,1820A,2019/1/15 3:00
108,1822A,2019/1/15 3:00
40,1824A,2019/1/15 3:00
46,1825A,2019/1/15 3:00
44,1826A,2019/1/15 3:00
82,1828A,2019/1/15 3:00
93,1829A,2019/1/15 3:00
84,1830A,2019/1/15 3:00
52,1831A,2019/1/15 3:00
61,1832A,2019/1/15 3:00
55,1833A,2019/1/15 3:00
50,1834A,2019/1/15 3:00
60,1835A,2019/1/15 3:00
37,1836A,2019/1/15 3:00
47,1838A,2019/1/15 3:00
37,1839A,2019/1/15 3:00
48,1840A,2019/1/15 3:00
34,1841A,2019/1/15 3:00
26,1842A,2019/1/15 3:00
30,1843A,2019/1/15 3:00
46,1844A,2019/1/15 3:00
49,1845A,2019/1/15 3:00
21,1847A,2019/1/15 3:00
26,1848A,2019/1/15 3:00
18,1849A,2019/1/15 3:00
18,1850A,2019/1/15 3:00
16,1851A,2019/1/15 3:00
19,1852A,2019/1/15 3:00
32,1854A,2019/1/15 3:00
19,1857A,2019/1/15 3:00
16,1862A,2019/1/15 3:00
76,1959A,2019/1/15 3:00
75,1960A,2019/1/15 3:00
65,1961A,2019/1/15 3:00
74,1962A,2019/1/15 3:00
109,1963A,2019/1/15 3:00
114,1964A,2019/1/15 3:00
106,1965A,2019/1/15 3:00
87,1966A,2019/1/15 3:00
,1967A,2019/1/15 3:00
115,1968A,2019/1/15 3:00
57,1969A,2019/1/15 3:00
51,1970A,2019/1/15 3:00
68,1971A,2019/1/15 3:00
57,1972A,2019/1/15 3:00
54,1973A,2019/1/15 3:00
51,1974A,2019/1/15 3:00
72,1975A,2019/1/15 3:00
63,1976A,2019/1/15 3:00
,1977A,2019/1/15 3:00
86,1978A,2019/1/15 3:00
31,1979A,2019/1/15 3:00
41,1980A,2019/1/15 3:00
37,1981A,2019/1/15 3:00
43,1982A,2019/1/15 3:00
41,1983A,2019/1/15 3:00
43,1984A,2019/1/15 3:00
62,1985A,2019/1/15 3:00
,1986A,2019/1/15 3:00
45,1987A,2019/1/15 3:00
43,1988A,2019/1/15 3:00
50,1989A,2019/1/15 3:00
47,1990A,2019/1/15 3:00
45,1991A,2019/1/15 3:00
44,1992A,2019/1/15 3:00
37,1993A,2019/1/15 3:00
53,1994A,2019/1/15 3:00
56,1995A,2019/1/15 3:00
44,1996A,2019/1/15 3:00
43,1997A,2019/1/15 3:00
36,1998A,2019/1/15 3:00
45,1999A,2019/1/15 3:00
40,2000A,2019/1/15 3:00
37,2001A,2019/1/15 3:00
78,2002A,2019/1/15 3:00
88,2003A,2019/1/15 3:00
41,2004A,2019/1/15 3:00
,2005A,2019/1/15 3:00
49,2006A,2019/1/15 3:00
45,2007A,2019/1/15 3:00
17,2008A,2019/1/15 3:00
,2009A,2019/1/15 3:00
32,2010A,2019/1/15 3:00
,2011A,2019/1/15 3:00
,2012A,2019/1/15 3:00
32,2013A,2019/1/15 3:00
51,2014A,2019/1/15 3:00
,2015A,2019/1/15 3:00
,2016A,2019/1/15 3:00
54,2017A,2019/1/15 3:00
7,2018A,2019/1/15 3:00
15,2019A,2019/1/15 3:00
31,2031A,2019/1/15 3:00
36,2054A,2019/1/15 3:00
27,2064A,2019/1/15 3:00
31,2065A,2019/1/15 3:00
37,2066A,2019/1/15 3:00
30,2067A,2019/1/15 3:00
34,2068A,2019/1/15 3:00
35,2069A,2019/1/15 3:00
30,2070A,2019/1/15 3:00
38,2074A,2019/1/15 3:00
40,2075A,2019/1/15 3:00
58,2160A,2019/1/15 3:00
50,2161A,2019/1/15 3:00
58,2162A,2019/1/15 3:00
51,2163A,2019/1/15 3:00
46,2164A,2019/1/15 3:00
37,2165A,2019/1/15 3:00
32,2166A,2019/1/15 3:00
18,2167A,2019/1/15 3:00
20,2168A,2019/1/15 3:00
17,2169A,2019/1/15 3:00
38,2170A,2019/1/15 3:00
19,2171A,2019/1/15 3:00
13,2173A,2019/1/15 3:00
19,2174A,2019/1/15 3:00
38,2179A,2019/1/15 3:00
9,2180A,2019/1/15 3:00
15,2181A,2019/1/15 3:00
13,2182A,2019/1/15 3:00
6,2189A,2019/1/15 3:00
7,2190A,2019/1/15 3:00
4,2191A,2019/1/15 3:00
6,2192A,2019/1/15 3:00
10,2197A,2019/1/15 3:00
,2199A,2019/1/15 3:00
7,2200A,2019/1/15 3:00
4,2201A,2019/1/15 3:00
13,2202A,2019/1/15 3:00
12,2203A,2019/1/15 3:00
5,2207A,2019/1/15 3:00
2,2208A,2019/1/15 3:00
5,2209A,2019/1/15 3:00
2,2210A,2019/1/15 3:00
6,2211A,2019/1/15 3:00
8,2212A,2019/1/15 3:00
8,2213A,2019/1/15 3:00
9,2214A,2019/1/15 3:00
5,2215A,2019/1/15 3:00
16,2216A,2019/1/15 3:00
10,2217A,2019/1/15 3:00
8,2218A,2019/1/15 3:00
6,2219A,2019/1/15 3:00
5,2220A,2019/1/15 3:00
5,2221A,2019/1/15 3:00
3,2222A,2019/1/15 3:00
4,2223A,2019/1/15 3:00
14,2224A,2019/1/15 3:00
12,2225A,2019/1/15 3:00
13,2226A,2019/1/15 3:00
,2227A,2019/1/15 3:00
6,2228A,2019/1/15 3:00
16,2229A,2019/1/15 3:00
22,2230A,2019/1/15 3:00
21,2231A,2019/1/15 3:00
41,2232A,2019/1/15 3:00
5,2233A,2019/1/15 3:00
3,2234A,2019/1/15 3:00
6,2235A,2019/1/15 3:00
6,2236A,2019/1/15 3:00
38,2237A,2019/1/15 3:00
53,2238A,2019/1/15 3:00
32,2239A,2019/1/15 3:00
,2240A,2019/1/15 3:00
53,2241A,2019/1/15 3:00
47,2242A,2019/1/15 3:00
59,2243A,2019/1/15 3:00
12,2244A,2019/1/15 3:00
11,2245A,2019/1/15 3:00
21,2246A,2019/1/15 3:00
10,2247A,2019/1/15 3:00
61,2248A,2019/1/15 3:00
40,2249A,2019/1/15 3:00
72,2250A,2019/1/15 3:00
23,2251A,2019/1/15 3:00
15,2252A,2019/1/15 3:00
8,2253A,2019/1/15 3:00
30,2255A,2019/1/15 3:00
34,2256A,2019/1/15 3:00
38,2257A,2019/1/15 3:00
31,2258A,2019/1/15 3:00
26,2259A,2019/1/15 3:00
64,2260A,2019/1/15 3:00
41,2261A,2019/1/15 3:00
14,2262A,2019/1/15 3:00
31,2266A,2019/1/15 3:00
31,2267A,2019/1/15 3:00
55,2270A,2019/1/15 3:00
47,2271A,2019/1/15 3:00
41,2272A,2019/1/15 3:00
68,2273A,2019/1/15 3:00
39,2274A,2019/1/15 3:00
59,2275A,2019/1/15 3:00
20,2277A,2019/1/15 3:00
26,2278A,2019/1/15 3:00
32,2279A,2019/1/15 3:00
,2280A,2019/1/15 3:00
5,2281A,2019/1/15 3:00
50,2282A,2019/1/15 3:00
63,2283A,2019/1/15 3:00
65,2284A,2019/1/15 3:00
46,2285A,2019/1/15 3:00
41,2286A,2019/1/15 3:00
39,2287A,2019/1/15 3:00
64,2288A,2019/1/15 3:00
48,2289A,2019/1/15 3:00
38,2290A,2019/1/15 3:00
35,2291A,2019/1/15 3:00
22,2292A,2019/1/15 3:00
,2294A,2019/1/15 3:00
18,2295A,2019/1/15 3:00
19,2296A,2019/1/15 3:00
28,2297A,2019/1/15 3:00
27,2298A,2019/1/15 3:00
30,2299A,2019/1/15 3:00
28,2300A,2019/1/15 3:00
31,2301A,2019/1/15 3:00
35,2303A,2019/1/15 3:00
56,2305A,2019/1/15 3:00
74,2306A,2019/1/15 3:00
25,2307A,2019/1/15 3:00
49,2308A,2019/1/15 3:00
50,2309A,2019/1/15 3:00
31,2310A,2019/1/15 3:00
21,2311A,2019/1/15 3:00
45,2312A,2019/1/15 3:00
59,2314A,2019/1/15 3:00
65,2315A,2019/1/15 3:00
70,2316A,2019/1/15 3:00
76,2317A,2019/1/15 3:00
92,2318A,2019/1/15 3:00
14,2319A,2019/1/15 3:00
12,2320A,2019/1/15 3:00
44,2321A,2019/1/15 3:00
33,2322A,2019/1/15 3:00
13,2323A,2019/1/15 3:00
24,2324A,2019/1/15 3:00
22,2325A,2019/1/15 3:00
24,2326A,2019/1/15 3:00
28,2327A,2019/1/15 3:00
5,2331A,2019/1/15 3:00
17,2332A,2019/1/15 3:00
26,2333A,2019/1/15 3:00
14,2334A,2019/1/15 3:00
22,2335A,2019/1/15 3:00
28,2336A,2019/1/15 3:00
39,2337A,2019/1/15 3:00
28,2338A,2019/1/15 3:00
12,2339A,2019/1/15 3:00
31,2340A,2019/1/15 3:00
40,2341A,2019/1/15 3:00
13,2342A,2019/1/15 3:00
20,2343A,2019/1/15 3:00
17,2344A,2019/1/15 3:00
34,2345A,2019/1/15 3:00
24,2346A,2019/1/15 3:00
25,2347A,2019/1/15 3:00
28,2348A,2019/1/15 3:00
36,2349A,2019/1/15 3:00
33,2350A,2019/1/15 3:00
31,2351A,2019/1/15 3:00
20,2352A,2019/1/15 3:00
26,2353A,2019/1/15 3:00
39,2354A,2019/1/15 3:00
30,2355A,2019/1/15 3:00
33,2356A,2019/1/15 3:00
25,2357A,2019/1/15 3:00
34,2358A,2019/1/15 3:00
29,2359A,2019/1/15 3:00
33,2360A,2019/1/15 3:00
32,2361A,2019/1/15 3:00
12,2362A,2019/1/15 3:00
16,2363A,2019/1/15 3:00
13,2364A,2019/1/15 3:00
14,2365A,2019/1/15 3:00
15,2366A,2019/1/15 3:00
28,2367A,2019/1/15 3:00
19,2368A,2019/1/15 3:00
30,2369A,2019/1/15 3:00
28,2370A,2019/1/15 3:00
34,2371A,2019/1/15 3:00
41,2373A,2019/1/15 3:00
41,2374A,2019/1/15 3:00
38,2375A,2019/1/15 3:00
11,2376A,2019/1/15 3:00
14,2377A,2019/1/15 3:00
19,2378A,2019/1/15 3:00
23,2379A,2019/1/15 3:00
8,2380A,2019/1/15 3:00
39,2381A,2019/1/15 3:00
35,2382A,2019/1/15 3:00
35,2383A,2019/1/15 3:00
29,2384A,2019/1/15 3:00
107,2385A,2019/1/15 3:00
94,2386A,2019/1/15 3:00
112,2387A,2019/1/15 3:00
78,2389A,2019/1/15 3:00
109,2390A,2019/1/15 3:00
99,2391A,2019/1/15 3:00
63,2392A,2019/1/15 3:00
62,2394A,2019/1/15 3:00
65,2395A,2019/1/15 3:00
42,2396A,2019/1/15 3:00
41,2398A,2019/1/15 3:00
32,2399A,2019/1/15 3:00
34,2400A,2019/1/15 3:00
31,2401A,2019/1/15 3:00
34,2402A,2019/1/15 3:00
58,2403A,2019/1/15 3:00
61,2404A,2019/1/15 3:00
42,2405A,2019/1/15 3:00
71,2406A,2019/1/15 3:00
38,2407A,2019/1/15 3:00
37,2408A,2019/1/15 3:00
35,2409A,2019/1/15 3:00
36,2410A,2019/1/15 3:00
38,2411A,2019/1/15 3:00
38,2420A,2019/1/15 3:00
32,2421A,2019/1/15 3:00
44,2422A,2019/1/15 3:00
41,2423A,2019/1/15 3:00
43,2424A,2019/1/15 3:00
32,2426A,2019/1/15 3:00
33,2427A,2019/1/15 3:00
15,2428A,2019/1/15 3:00
49,2431A,2019/1/15 3:00
68,2432A,2019/1/15 3:00
75,2433A,2019/1/15 3:00
73,2434A,2019/1/15 3:00
68,2435A,2019/1/15 3:00
,2436A,2019/1/15 3:00
25,2437A,2019/1/15 3:00
22,2438A,2019/1/15 3:00
25,2439A,2019/1/15 3:00
27,2440A,2019/1/15 3:00
32,2441A,2019/1/15 3:00
11,2443A,2019/1/15 3:00
20,2444A,2019/1/15 3:00
23,2446A,2019/1/15 3:00
45,2447A,2019/1/15 3:00
40,2448A,2019/1/15 3:00
43,2449A,2019/1/15 3:00
52,2450A,2019/1/15 3:00
31,2451A,2019/1/15 3:00
27,2452A,2019/1/15 3:00
34,2453A,2019/1/15 3:00
20,2456A,2019/1/15 3:00
33,2457A,2019/1/15 3:00
36,2458A,2019/1/15 3:00
28,2459A,2019/1/15 3:00
35,2460A,2019/1/15 3:00
28,2461A,2019/1/15 3:00
16,2462A,2019/1/15 3:00
15,2463A,2019/1/15 3:00
,2464A,2019/1/15 3:00
15,2465A,2019/1/15 3:00
16,2466A,2019/1/15 3:00
16,2467A,2019/1/15 3:00
39,2468A,2019/1/15 3:00
28,2469A,2019/1/15 3:00
25,2470A,2019/1/15 3:00
37,2471A,2019/1/15 3:00
33,2472A,2019/1/15 3:00
36,2473A,2019/1/15 3:00
27,2474A,2019/1/15 3:00
32,2475A,2019/1/15 3:00
26,2476A,2019/1/15 3:00
24,2477A,2019/1/15 3:00
30,2478A,2019/1/15 3:00
30,2479A,2019/1/15 3:00
26,2480A,2019/1/15 3:00
22,2481A,2019/1/15 3:00
15,2487A,2019/1/15 3:00
48,2488A,2019/1/15 3:00
18,2489A,2019/1/15 3:00
9,2490A,2019/1/15 3:00
29,2491A,2019/1/15 3:00
10,2495A,2019/1/15 3:00
22,2496A,2019/1/15 3:00
25,2497A,2019/1/15 3:00
18,2498A,2019/1/15 3:00
16,2514A,2019/1/15 3:00
12,2515A,2019/1/15 3:00
42,2842A,2019/1/15 3:00
48,2845A,2019/1/15 3:00
95,2846A,2019/1/15 3:00
14,2858A,2019/1/15 3:00
13,2859A,2019/1/15 3:00
14,2860A,2019/1/15 3:00
11,2862A,2019/1/15 3:00
22,2865A,2019/1/15 3:00
43,2866A,2019/1/15 3:00
27,2868A,2019/1/15 3:00
40,2869A,2019/1/15 3:00
59,2870A,2019/1/15 3:00
76,2871A,2019/1/15 3:00
63,2872A,2019/1/15 3:00
