NO2,station_code,pubtime 
63,2212A,2019/1/14 17:00
66,2213A,2019/1/14 17:00
64,2214A,2019/1/14 17:00
63,2215A,2019/1/14 17:00
100,2216A,2019/1/14 17:00
76,2217A,2019/1/14 17:00
89,2218A,2019/1/14 17:00
103,2219A,2019/1/14 17:00
70,2220A,2019/1/14 17:00
51,2221A,2019/1/14 17:00
63,2222A,2019/1/14 17:00
66,2223A,2019/1/14 17:00
65,2224A,2019/1/14 17:00
63,2225A,2019/1/14 17:00
65,2226A,2019/1/14 17:00
26,2227A,2019/1/14 17:00
33,2228A,2019/1/14 17:00
33,2229A,2019/1/14 17:00
43,2230A,2019/1/14 17:00
21,2231A,2019/1/14 17:00
45,2232A,2019/1/14 17:00
18,2233A,2019/1/14 17:00
27,2234A,2019/1/14 17:00
26,2235A,2019/1/14 17:00
15,2236A,2019/1/14 17:00
59,2237A,2019/1/14 17:00
93,2238A,2019/1/14 17:00
84,2239A,2019/1/14 17:00
,2240A,2019/1/14 17:00
58,2241A,2019/1/14 17:00
41,2242A,2019/1/14 17:00
55,2243A,2019/1/14 17:00
51,2244A,2019/1/14 17:00
49,2245A,2019/1/14 17:00
61,2246A,2019/1/14 17:00
24,2247A,2019/1/14 17:00
31,2248A,2019/1/14 17:00
39,2249A,2019/1/14 17:00
66,2250A,2019/1/14 17:00
22,2251A,2019/1/14 17:00
45,2252A,2019/1/14 17:00
28,2253A,2019/1/14 17:00
28,2255A,2019/1/14 17:00
40,2256A,2019/1/14 17:00
44,2257A,2019/1/14 17:00
61,2258A,2019/1/14 17:00
21,2259A,2019/1/14 17:00
88,2260A,2019/1/14 17:00
54,2261A,2019/1/14 17:00
51,2262A,2019/1/14 17:00
49,2266A,2019/1/14 17:00
43,2267A,2019/1/14 17:00
47,2270A,2019/1/14 17:00
58,2271A,2019/1/14 17:00
54,2272A,2019/1/14 17:00
60,2273A,2019/1/14 17:00
36,2274A,2019/1/14 17:00
65,2275A,2019/1/14 17:00
54,2277A,2019/1/14 17:00
48,2278A,2019/1/14 17:00
46,2279A,2019/1/14 17:00
37,2280A,2019/1/14 17:00
49,2281A,2019/1/14 17:00
59,2282A,2019/1/14 17:00
37,2283A,2019/1/14 17:00
44,2284A,2019/1/14 17:00
84,2285A,2019/1/14 17:00
90,2286A,2019/1/14 17:00
76,2287A,2019/1/14 17:00
90,2288A,2019/1/14 17:00
80,2289A,2019/1/14 17:00
82,2290A,2019/1/14 17:00
65,2291A,2019/1/14 17:00
63,2292A,2019/1/14 17:00
59,2294A,2019/1/14 17:00
27,2295A,2019/1/14 17:00
23,2296A,2019/1/14 17:00
24,2297A,2019/1/14 17:00
40,2298A,2019/1/14 17:00
42,2299A,2019/1/14 17:00
49,2300A,2019/1/14 17:00
41,2301A,2019/1/14 17:00
34,2303A,2019/1/14 17:00
28,2305A,2019/1/14 17:00
53,2306A,2019/1/14 17:00
39,2307A,2019/1/14 17:00
52,2308A,2019/1/14 17:00
65,2309A,2019/1/14 17:00
41,2310A,2019/1/14 17:00
45,2311A,2019/1/14 17:00
50,2312A,2019/1/14 17:00
92,2314A,2019/1/14 17:00
91,2315A,2019/1/14 17:00
78,2316A,2019/1/14 17:00
64,2317A,2019/1/14 17:00
83,2318A,2019/1/14 17:00
36,2319A,2019/1/14 17:00
33,2320A,2019/1/14 17:00
33,2321A,2019/1/14 17:00
30,2322A,2019/1/14 17:00
29,2323A,2019/1/14 17:00
21,2324A,2019/1/14 17:00
21,2325A,2019/1/14 17:00
26,2326A,2019/1/14 17:00
16,2327A,2019/1/14 17:00
6,2331A,2019/1/14 17:00
20,2332A,2019/1/14 17:00
32,2333A,2019/1/14 17:00
29,2334A,2019/1/14 17:00
26,2335A,2019/1/14 17:00
23,2336A,2019/1/14 17:00
26,2337A,2019/1/14 17:00
15,2338A,2019/1/14 17:00
52,2339A,2019/1/14 17:00
69,2340A,2019/1/14 17:00
68,2341A,2019/1/14 17:00
13,2342A,2019/1/14 17:00
19,2343A,2019/1/14 17:00
14,2344A,2019/1/14 17:00
33,2345A,2019/1/14 17:00
28,2346A,2019/1/14 17:00
19,2347A,2019/1/14 17:00
31,2348A,2019/1/14 17:00
41,2349A,2019/1/14 17:00
34,2350A,2019/1/14 17:00
32,2351A,2019/1/14 17:00
16,2352A,2019/1/14 17:00
20,2353A,2019/1/14 17:00
43,2354A,2019/1/14 17:00
44,2355A,2019/1/14 17:00
40,2356A,2019/1/14 17:00
28,2357A,2019/1/14 17:00
34,2358A,2019/1/14 17:00
22,2359A,2019/1/14 17:00
40,2360A,2019/1/14 17:00
41,2361A,2019/1/14 17:00
11,2362A,2019/1/14 17:00
34,2363A,2019/1/14 17:00
34,2364A,2019/1/14 17:00
38,2365A,2019/1/14 17:00
45,2366A,2019/1/14 17:00
32,2367A,2019/1/14 17:00
24,2368A,2019/1/14 17:00
33,2369A,2019/1/14 17:00
28,2370A,2019/1/14 17:00
26,2371A,2019/1/14 17:00
46,2373A,2019/1/14 17:00
37,2374A,2019/1/14 17:00
47,2375A,2019/1/14 17:00
24,2376A,2019/1/14 17:00
29,2377A,2019/1/14 17:00
39,2378A,2019/1/14 17:00
38,2379A,2019/1/14 17:00
25,2380A,2019/1/14 17:00
27,2381A,2019/1/14 17:00
27,2382A,2019/1/14 17:00
36,2383A,2019/1/14 17:00
34,2384A,2019/1/14 17:00
66,2385A,2019/1/14 17:00
42,2386A,2019/1/14 17:00
50,2387A,2019/1/14 17:00
81,2389A,2019/1/14 17:00
88,2390A,2019/1/14 17:00
91,2391A,2019/1/14 17:00
62,2392A,2019/1/14 17:00
60,2394A,2019/1/14 17:00
67,2395A,2019/1/14 17:00
56,2396A,2019/1/14 17:00
67,2398A,2019/1/14 17:00
27,2399A,2019/1/14 17:00
36,2400A,2019/1/14 17:00
26,2401A,2019/1/14 17:00
33,2402A,2019/1/14 17:00
58,2403A,2019/1/14 17:00
56,2404A,2019/1/14 17:00
49,2405A,2019/1/14 17:00
65,2406A,2019/1/14 17:00
53,2407A,2019/1/14 17:00
39,2408A,2019/1/14 17:00
35,2409A,2019/1/14 17:00
38,2410A,2019/1/14 17:00
50,2411A,2019/1/14 17:00
35,2420A,2019/1/14 17:00
27,2421A,2019/1/14 17:00
37,2422A,2019/1/14 17:00
59,2423A,2019/1/14 17:00
56,2424A,2019/1/14 17:00
,2426A,2019/1/14 17:00
49,2427A,2019/1/14 17:00
16,2428A,2019/1/14 17:00
98,2431A,2019/1/14 17:00
62,2432A,2019/1/14 17:00
54,2433A,2019/1/14 17:00
58,2434A,2019/1/14 17:00
67,2435A,2019/1/14 17:00
,2436A,2019/1/14 17:00
39,2437A,2019/1/14 17:00
23,2438A,2019/1/14 17:00
52,2439A,2019/1/14 17:00
45,2440A,2019/1/14 17:00
57,2441A,2019/1/14 17:00
14,2443A,2019/1/14 17:00
23,2444A,2019/1/14 17:00
39,2446A,2019/1/14 17:00
31,2447A,2019/1/14 17:00
35,2448A,2019/1/14 17:00
39,2449A,2019/1/14 17:00
42,2450A,2019/1/14 17:00
36,2451A,2019/1/14 17:00
26,2452A,2019/1/14 17:00
29,2453A,2019/1/14 17:00
28,2456A,2019/1/14 17:00
34,2457A,2019/1/14 17:00
43,2458A,2019/1/14 17:00
33,2459A,2019/1/14 17:00
46,2460A,2019/1/14 17:00
40,2461A,2019/1/14 17:00
22,2462A,2019/1/14 17:00
44,2463A,2019/1/14 17:00
27,2464A,2019/1/14 17:00
44,2465A,2019/1/14 17:00
39,2466A,2019/1/14 17:00
22,2467A,2019/1/14 17:00
40,2468A,2019/1/14 17:00
34,2469A,2019/1/14 17:00
35,2470A,2019/1/14 17:00
36,2471A,2019/1/14 17:00
37,2472A,2019/1/14 17:00
44,2473A,2019/1/14 17:00
28,2474A,2019/1/14 17:00
32,2475A,2019/1/14 17:00
28,2476A,2019/1/14 17:00
33,2477A,2019/1/14 17:00
27,2478A,2019/1/14 17:00
46,2479A,2019/1/14 17:00
27,2480A,2019/1/14 17:00
34,2481A,2019/1/14 17:00
,2487A,2019/1/14 17:00
38,2488A,2019/1/14 17:00
32,2489A,2019/1/14 17:00
25,2490A,2019/1/14 17:00
47,2491A,2019/1/14 17:00
16,2495A,2019/1/14 17:00
14,2496A,2019/1/14 17:00
43,2497A,2019/1/14 17:00
35,2498A,2019/1/14 17:00
22,2514A,2019/1/14 17:00
18,2515A,2019/1/14 17:00
36,2842A,2019/1/14 17:00
37,2845A,2019/1/14 17:00
67,2846A,2019/1/14 17:00
65,2858A,2019/1/14 17:00
80,2859A,2019/1/14 17:00
58,2860A,2019/1/14 17:00
105,2862A,2019/1/14 17:00
98,2865A,2019/1/14 17:00
75,2866A,2019/1/14 17:00
80,2868A,2019/1/14 17:00
43,2869A,2019/1/14 17:00
52,2870A,2019/1/14 17:00
96,2871A,2019/1/14 17:00
77,2872A,2019/1/14 17:00
94,2873A,2019/1/14 17:00
34,2874A,2019/1/14 17:00
56,2875A,2019/1/14 17:00
84,2877A,2019/1/14 17:00
58,2878A,2019/1/14 17:00
62,2897A,2019/1/14 17:00
75,2900A,2019/1/14 17:00
82,2907A,2019/1/14 17:00
93,2916A,2019/1/14 17:00
56,2919A,2019/1/14 17:00
33,2920A,2019/1/14 17:00
63,2921A,2019/1/14 17:00
60,2922A,2019/1/14 17:00
14,2923A,2019/1/14 17:00
30,2929A,2019/1/14 17:00
57,2994A,2019/1/14 17:00
42,2996A,2019/1/14 17:00
43,2997A,2019/1/14 17:00
90,3000A,2019/1/14 17:00
107,3002A,2019/1/14 17:00
87,3003A,2019/1/14 17:00
26,3004A,2019/1/14 17:00
67,3005A,2019/1/14 17:00
44,3006A,2019/1/14 17:00
64,3008A,2019/1/14 17:00
86,3009A,2019/1/14 17:00
101,3010A,2019/1/14 17:00
35,3012A,2019/1/14 17:00
124,3018A,2019/1/14 17:00
70,3020A,2019/1/14 17:00
60,3021A,2019/1/14 17:00
62,3022A,2019/1/14 17:00
,3025A,2019/1/14 17:00
20,3026A,2019/1/14 17:00
6,3034A,2019/1/14 17:00
17,3035A,2019/1/14 17:00
63,3036A,2019/1/14 17:00
102,3039A,2019/1/14 17:00
47,3046A,2019/1/14 17:00
24,3048A,2019/1/14 17:00
94,3051A,2019/1/14 17:00
85,3054A,2019/1/14 17:00
54,3057A,2019/1/14 17:00
14,3058A,2019/1/14 17:00
113,3059A,2019/1/14 17:00
11,3061A,2019/1/14 17:00
78,3064A,2019/1/14 17:00
75,3066A,2019/1/14 17:00
10,3131A,2019/1/14 17:00
130,3132A,2019/1/14 17:00
65,3134A,2019/1/14 17:00
41,3138A,2019/1/14 17:00
48,3139A,2019/1/14 17:00
32,3140A,2019/1/14 17:00
54,3141A,2019/1/14 17:00
44,3147A,2019/1/14 17:00
63,3149A,2019/1/14 17:00
39,3151A,2019/1/14 17:00
52,3153A,2019/1/14 17:00
49,3164A,2019/1/14 17:00
84,3169A,2019/1/14 17:00
65,3173A,2019/1/14 17:00
95,3178A,2019/1/14 17:00
111,3185A,2019/1/14 17:00
39,3187A,2019/1/14 17:00
64,3188A,2019/1/14 17:00
61,3190A,2019/1/14 17:00
33,3191A,2019/1/14 17:00
40,3194A,2019/1/14 17:00
45,3195A,2019/1/14 17:00
135,1001A,2019/1/14 18:00
24,1002A,2019/1/14 18:00
122,1003A,2019/1/14 18:00
126,1004A,2019/1/14 18:00
115,1005A,2019/1/14 18:00
106,1006A,2019/1/14 18:00
54,1007A,2019/1/14 18:00
137,1008A,2019/1/14 18:00
103,1009A,2019/1/14 18:00
19,1010A,2019/1/14 18:00
56,1011A,2019/1/14 18:00
54,1012A,2019/1/14 18:00
77,1015A,2019/1/14 18:00
67,1017A,2019/1/14 18:00
90,1018A,2019/1/14 18:00
86,1019A,2019/1/14 18:00
75,1021A,2019/1/14 18:00
120,1023A,2019/1/14 18:00
112,1024A,2019/1/14 18:00
113,1026A,2019/1/14 18:00
69,1027A,2019/1/14 18:00
,1029A,2019/1/14 18:00
118,1030A,2019/1/14 18:00
125,1031A,2019/1/14 18:00
127,1032A,2019/1/14 18:00
113,1033A,2019/1/14 18:00
118,1034A,2019/1/14 18:00
50,1035A,2019/1/14 18:00
113,1036A,2019/1/14 18:00
90,1037A,2019/1/14 18:00
97,1038A,2019/1/14 18:00
90,1039A,2019/1/14 18:00
72,1040A,2019/1/14 18:00
118,1041A,2019/1/14 18:00
66,1042A,2019/1/14 18:00
129,1043A,2019/1/14 18:00
127,1044A,2019/1/14 18:00
125,1046A,2019/1/14 18:00
71,1047A,2019/1/14 18:00
68,1048A,2019/1/14 18:00
62,1049A,2019/1/14 18:00
75,1050A,2019/1/14 18:00
122,1051A,2019/1/14 18:00
127,1052A,2019/1/14 18:00
115,1053A,2019/1/14 18:00
130,1054A,2019/1/14 18:00
110,1055A,2019/1/14 18:00
123,1056A,2019/1/14 18:00
,1057A,2019/1/14 18:00
18,1059A,2019/1/14 18:00
10,1060A,2019/1/14 18:00
2,1061A,2019/1/14 18:00
88,1062A,2019/1/14 18:00
74,1063A,2019/1/14 18:00
75,1064A,2019/1/14 18:00
36,1065A,2019/1/14 18:00
48,1066A,2019/1/14 18:00
64,1067A,2019/1/14 18:00
101,1068A,2019/1/14 18:00
75,1070A,2019/1/14 18:00
115,1071A,2019/1/14 18:00
109,1072A,2019/1/14 18:00
103,1073A,2019/1/14 18:00
72,1074A,2019/1/14 18:00
77,1075A,2019/1/14 18:00
,1077A,2019/1/14 18:00
95,1078A,2019/1/14 18:00
90,1079A,2019/1/14 18:00
107,1080A,2019/1/14 18:00
39,1081A,2019/1/14 18:00
8,1083A,2019/1/14 18:00
125,1084A,2019/1/14 18:00
120,1085A,2019/1/14 18:00
33,1086A,2019/1/14 18:00
97,1087A,2019/1/14 18:00
68,1088A,2019/1/14 18:00
38,1089A,2019/1/14 18:00
9,1090A,2019/1/14 18:00
22,1091A,2019/1/14 18:00
10,1092A,2019/1/14 18:00
5,1093A,2019/1/14 18:00
15,1094A,2019/1/14 18:00
17,1095A,2019/1/14 18:00
10,1096A,2019/1/14 18:00
19,1097A,2019/1/14 18:00
66,1098A,2019/1/14 18:00
87,1099A,2019/1/14 18:00
82,1100A,2019/1/14 18:00
77,1102A,2019/1/14 18:00
81,1103A,2019/1/14 18:00
81,1104A,2019/1/14 18:00
88,1105A,2019/1/14 18:00
81,1106A,2019/1/14 18:00
91,1108A,2019/1/14 18:00
70,1109A,2019/1/14 18:00
58,1110A,2019/1/14 18:00
56,1111A,2019/1/14 18:00
55,1112A,2019/1/14 18:00
18,1113A,2019/1/14 18:00
50,1114A,2019/1/14 18:00
50,1115A,2019/1/14 18:00
68,1116A,2019/1/14 18:00
89,1117A,2019/1/14 18:00
51,1118A,2019/1/14 18:00
78,1119A,2019/1/14 18:00
87,1120A,2019/1/14 18:00
94,1121A,2019/1/14 18:00
55,1122A,2019/1/14 18:00
79,1123A,2019/1/14 18:00
27,1124A,2019/1/14 18:00
41,1125A,2019/1/14 18:00
55,1126A,2019/1/14 18:00
62,1127A,2019/1/14 18:00
67,1128A,2019/1/14 18:00
72,1129A,2019/1/14 18:00
82,1130A,2019/1/14 18:00
45,1131A,2019/1/14 18:00
58,1132A,2019/1/14 18:00
76,1133A,2019/1/14 18:00
91,1134A,2019/1/14 18:00
85,1135A,2019/1/14 18:00
80,1136A,2019/1/14 18:00
90,1137A,2019/1/14 18:00
49,1138A,2019/1/14 18:00
89,1139A,2019/1/14 18:00
68,1140A,2019/1/14 18:00
60,1141A,2019/1/14 18:00
55,1142A,2019/1/14 18:00
70,1143A,2019/1/14 18:00
54,1144A,2019/1/14 18:00
47,1145A,2019/1/14 18:00
56,1146A,2019/1/14 18:00
58,1147A,2019/1/14 18:00
56,1148A,2019/1/14 18:00
43,1149A,2019/1/14 18:00
45,1150A,2019/1/14 18:00
78,1151A,2019/1/14 18:00
82,1152A,2019/1/14 18:00
94,1153A,2019/1/14 18:00
99,1154A,2019/1/14 18:00
73,1155A,2019/1/14 18:00
94,1156A,2019/1/14 18:00
74,1157A,2019/1/14 18:00
93,1158A,2019/1/14 18:00
71,1159A,2019/1/14 18:00
87,1160A,2019/1/14 18:00
113,1161A,2019/1/14 18:00
96,1162A,2019/1/14 18:00
97,1163A,2019/1/14 18:00
65,1164A,2019/1/14 18:00
102,1165A,2019/1/14 18:00
85,1166A,2019/1/14 18:00
74,1167A,2019/1/14 18:00
31,1168A,2019/1/14 18:00
36,1169A,2019/1/14 18:00
24,1170A,2019/1/14 18:00
39,1171A,2019/1/14 18:00
36,1172A,2019/1/14 18:00
99,1173A,2019/1/14 18:00
50,1177A,2019/1/14 18:00
62,1178A,2019/1/14 18:00
50,1180A,2019/1/14 18:00
72,1181A,2019/1/14 18:00
63,1182A,2019/1/14 18:00
,1184A,2019/1/14 18:00
64,1186A,2019/1/14 18:00
,1187A,2019/1/14 18:00
83,1188A,2019/1/14 18:00
101,1189A,2019/1/14 18:00
62,1190A,2019/1/14 18:00
78,1191A,2019/1/14 18:00
80,1192A,2019/1/14 18:00
100,1193A,2019/1/14 18:00
75,1194A,2019/1/14 18:00
60,1195A,2019/1/14 18:00
117,1196A,2019/1/14 18:00
105,1200A,2019/1/14 18:00
72,1201A,2019/1/14 18:00
45,1203A,2019/1/14 18:00
68,1204A,2019/1/14 18:00
68,1205A,2019/1/14 18:00
46,1206A,2019/1/14 18:00
42,1207A,2019/1/14 18:00
60,1209A,2019/1/14 18:00
36,1210A,2019/1/14 18:00
93,1211A,2019/1/14 18:00
52,1212A,2019/1/14 18:00
53,1213A,2019/1/14 18:00
68,1214A,2019/1/14 18:00
47,1215A,2019/1/14 18:00
73,1216A,2019/1/14 18:00
36,1218A,2019/1/14 18:00
43,1220A,2019/1/14 18:00
51,1221A,2019/1/14 18:00
73,1223A,2019/1/14 18:00
,1224A,2019/1/14 18:00
24,1225A,2019/1/14 18:00
81,1226A,2019/1/14 18:00
60,1227A,2019/1/14 18:00
80,1228A,2019/1/14 18:00
90,1229A,2019/1/14 18:00
80,1230A,2019/1/14 18:00
38,1231A,2019/1/14 18:00
80,1232A,2019/1/14 18:00
66,1233A,2019/1/14 18:00
92,1234A,2019/1/14 18:00
82,1235A,2019/1/14 18:00
94,1236A,2019/1/14 18:00
94,1237A,2019/1/14 18:00
76,1239A,2019/1/14 18:00
92,1240A,2019/1/14 18:00
81,1241A,2019/1/14 18:00
68,1242A,2019/1/14 18:00
72,1243A,2019/1/14 18:00
65,1244A,2019/1/14 18:00
64,1245A,2019/1/14 18:00
80,1246A,2019/1/14 18:00
80,1247A,2019/1/14 18:00
92,1250A,2019/1/14 18:00
88,1252A,2019/1/14 18:00
77,1253A,2019/1/14 18:00
75,1255A,2019/1/14 18:00
63,1256A,2019/1/14 18:00
73,1257A,2019/1/14 18:00
74,1258A,2019/1/14 18:00
24,1259A,2019/1/14 18:00
58,1260A,2019/1/14 18:00
67,1262A,2019/1/14 18:00
60,1263A,2019/1/14 18:00
46,1264A,2019/1/14 18:00
39,1265A,2019/1/14 18:00
44,1266A,2019/1/14 18:00
42,1267A,2019/1/14 18:00
50,1268A,2019/1/14 18:00
41,1269A,2019/1/14 18:00
68,1270A,2019/1/14 18:00
61,1271A,2019/1/14 18:00
52,1272A,2019/1/14 18:00
33,1273A,2019/1/14 18:00
56,1274A,2019/1/14 18:00
66,1275A,2019/1/14 18:00
58,1276A,2019/1/14 18:00
75,1277A,2019/1/14 18:00
70,1278A,2019/1/14 18:00
46,1279A,2019/1/14 18:00
8,1280A,2019/1/14 18:00
67,1282A,2019/1/14 18:00
43,1283A,2019/1/14 18:00
36,1284A,2019/1/14 18:00
28,1285A,2019/1/14 18:00
14,1286A,2019/1/14 18:00
,1287A,2019/1/14 18:00
15,1288A,2019/1/14 18:00
52,1290A,2019/1/14 18:00
56,1291A,2019/1/14 18:00
29,1292A,2019/1/14 18:00
43,1293A,2019/1/14 18:00
53,1294A,2019/1/14 18:00
51,1295A,2019/1/14 18:00
28,1296A,2019/1/14 18:00
38,1298A,2019/1/14 18:00
93,1299A,2019/1/14 18:00
100,1300A,2019/1/14 18:00
121,1301A,2019/1/14 18:00
99,1302A,2019/1/14 18:00
115,1303A,2019/1/14 18:00
103,1304A,2019/1/14 18:00
115,1305A,2019/1/14 18:00
111,1306A,2019/1/14 18:00
45,1307A,2019/1/14 18:00
147,1308A,2019/1/14 18:00
148,1309A,2019/1/14 18:00
106,1310A,2019/1/14 18:00
102,1311A,2019/1/14 18:00
102,1312A,2019/1/14 18:00
55,1313A,2019/1/14 18:00
136,1314A,2019/1/14 18:00
140,1315A,2019/1/14 18:00
113,1316A,2019/1/14 18:00
124,1317A,2019/1/14 18:00
109,1318A,2019/1/14 18:00
113,1319A,2019/1/14 18:00
100,1320A,2019/1/14 18:00
127,1321A,2019/1/14 18:00
107,1322A,2019/1/14 18:00
108,1323A,2019/1/14 18:00
83,1324A,2019/1/14 18:00
61,1325A,2019/1/14 18:00
50,1326A,2019/1/14 18:00
50,1327A,2019/1/14 18:00
52,1328A,2019/1/14 18:00
42,1329A,2019/1/14 18:00
46,1330A,2019/1/14 18:00
43,1331A,2019/1/14 18:00
46,1333A,2019/1/14 18:00
23,1334A,2019/1/14 18:00
,1335A,2019/1/14 18:00
43,1336A,2019/1/14 18:00
50,1337A,2019/1/14 18:00
42,1338A,2019/1/14 18:00
48,1339A,2019/1/14 18:00
42,1340A,2019/1/14 18:00
57,1341A,2019/1/14 18:00
48,1342A,2019/1/14 18:00
45,1343A,2019/1/14 18:00
40,1344A,2019/1/14 18:00
102,1345A,2019/1/14 18:00
93,1346A,2019/1/14 18:00
89,1348A,2019/1/14 18:00
88,1349A,2019/1/14 18:00
119,1350A,2019/1/14 18:00
42,1351A,2019/1/14 18:00
99,1352A,2019/1/14 18:00
21,1353A,2019/1/14 18:00
65,1354A,2019/1/14 18:00
25,1355A,2019/1/14 18:00
33,1356A,2019/1/14 18:00
23,1357A,2019/1/14 18:00
112,1358A,2019/1/14 18:00
99,1359A,2019/1/14 18:00
82,1360A,2019/1/14 18:00
29,1361A,2019/1/14 18:00
94,1362A,2019/1/14 18:00
7,1363A,2019/1/14 18:00
23,1364A,2019/1/14 18:00
20,1365A,2019/1/14 18:00
,1366A,2019/1/14 18:00
35,1367A,2019/1/14 18:00
58,1368A,2019/1/14 18:00
38,1369A,2019/1/14 18:00
44,1370A,2019/1/14 18:00
106,1371A,2019/1/14 18:00
81,1372A,2019/1/14 18:00
87,1373A,2019/1/14 18:00
127,1374A,2019/1/14 18:00
109,1375A,2019/1/14 18:00
79,1376A,2019/1/14 18:00
89,1377A,2019/1/14 18:00
75,1378A,2019/1/14 18:00
93,1379A,2019/1/14 18:00
80,1380A,2019/1/14 18:00
81,1381A,2019/1/14 18:00
86,1382A,2019/1/14 18:00
64,1383A,2019/1/14 18:00
65,1384A,2019/1/14 18:00
53,1385A,2019/1/14 18:00
42,1386A,2019/1/14 18:00
48,1387A,2019/1/14 18:00
68,1388A,2019/1/14 18:00
69,1389A,2019/1/14 18:00
53,1390A,2019/1/14 18:00
74,1391A,2019/1/14 18:00
41,1392A,2019/1/14 18:00
47,1393A,2019/1/14 18:00
37,1394A,2019/1/14 18:00
51,1395A,2019/1/14 18:00
39,1396A,2019/1/14 18:00
68,1397A,2019/1/14 18:00
75,1398A,2019/1/14 18:00
53,1399A,2019/1/14 18:00
54,1400A,2019/1/14 18:00
38,1508A,2019/1/14 18:00
54,1511A,2019/1/14 18:00
49,1512A,2019/1/14 18:00
61,1513A,2019/1/14 18:00
51,1514A,2019/1/14 18:00
45,1515A,2019/1/14 18:00
51,1518A,2019/1/14 18:00
51,1519A,2019/1/14 18:00
47,1520A,2019/1/14 18:00
57,1524A,2019/1/14 18:00
44,1559A,2019/1/14 18:00
48,1562A,2019/1/14 18:00
21,1564A,2019/1/14 18:00
27,1596A,2019/1/14 18:00
25,1597A,2019/1/14 18:00
22,1598A,2019/1/14 18:00
13,1599A,2019/1/14 18:00
27,1600A,2019/1/14 18:00
20,1601A,2019/1/14 18:00
40,1602A,2019/1/14 18:00
27,1603A,2019/1/14 18:00
39,1604A,2019/1/14 18:00
40,1605A,2019/1/14 18:00
29,1606A,2019/1/14 18:00
108,1607A,2019/1/14 18:00
104,1608A,2019/1/14 18:00
127,1609A,2019/1/14 18:00
109,1610A,2019/1/14 18:00
34,1611A,2019/1/14 18:00
35,1612A,2019/1/14 18:00
39,1613A,2019/1/14 18:00
30,1614A,2019/1/14 18:00
97,1616A,2019/1/14 18:00
110,1618A,2019/1/14 18:00
126,1619A,2019/1/14 18:00
116,1620A,2019/1/14 18:00
115,1621A,2019/1/14 18:00
73,1622A,2019/1/14 18:00
73,1624A,2019/1/14 18:00
63,1625A,2019/1/14 18:00
70,1627A,2019/1/14 18:00
129,1628A,2019/1/14 18:00
103,1629A,2019/1/14 18:00
146,1630A,2019/1/14 18:00
110,1631A,2019/1/14 18:00
96,1632A,2019/1/14 18:00
150,1633A,2019/1/14 18:00
131,1634A,2019/1/14 18:00
111,1635A,2019/1/14 18:00
158,1636A,2019/1/14 18:00
100,1637A,2019/1/14 18:00
78,1638A,2019/1/14 18:00
93,1639A,2019/1/14 18:00
64,1640A,2019/1/14 18:00
95,1641A,2019/1/14 18:00
75,1642A,2019/1/14 18:00
82,1643A,2019/1/14 18:00
71,1644A,2019/1/14 18:00
63,1645A,2019/1/14 18:00
87,1646A,2019/1/14 18:00
80,1648A,2019/1/14 18:00
94,1650A,2019/1/14 18:00
81,1652A,2019/1/14 18:00
79,1653A,2019/1/14 18:00
73,1654A,2019/1/14 18:00
74,1655A,2019/1/14 18:00
103,1656A,2019/1/14 18:00
79,1657A,2019/1/14 18:00
131,1658A,2019/1/14 18:00
92,1659A,2019/1/14 18:00
88,1660A,2019/1/14 18:00
44,1661A,2019/1/14 18:00
58,1662A,2019/1/14 18:00
54,1663A,2019/1/14 18:00
78,1664A,2019/1/14 18:00
130,1665A,2019/1/14 18:00
85,1666A,2019/1/14 18:00
102,1667A,2019/1/14 18:00
52,1669A,2019/1/14 18:00
35,1670A,2019/1/14 18:00
52,1671A,2019/1/14 18:00
36,1672A,2019/1/14 18:00
,1673A,2019/1/14 18:00
37,1674A,2019/1/14 18:00
30,1675A,2019/1/14 18:00
27,1676A,2019/1/14 18:00
42,1677A,2019/1/14 18:00
29,1678A,2019/1/14 18:00
35,1679A,2019/1/14 18:00
25,1690A,2019/1/14 18:00
39,1691A,2019/1/14 18:00
62,1692A,2019/1/14 18:00
19,1693A,2019/1/14 18:00
20,1694A,2019/1/14 18:00
16,1695A,2019/1/14 18:00
24,1696A,2019/1/14 18:00
23,1697A,2019/1/14 18:00
13,1698A,2019/1/14 18:00
50,1702A,2019/1/14 18:00
66,1703A,2019/1/14 18:00
36,1705A,2019/1/14 18:00
33,1706A,2019/1/14 18:00
34,1708A,2019/1/14 18:00
42,1709A,2019/1/14 18:00
48,1710A,2019/1/14 18:00
46,1711A,2019/1/14 18:00
48,1712A,2019/1/14 18:00
62,1713A,2019/1/14 18:00
57,1714A,2019/1/14 18:00
47,1718A,2019/1/14 18:00
44,1719A,2019/1/14 18:00
43,1720A,2019/1/14 18:00
3,1721A,2019/1/14 18:00
14,1723A,2019/1/14 18:00
12,1724A,2019/1/14 18:00
15,1725A,2019/1/14 18:00
7,1726A,2019/1/14 18:00
73,1727A,2019/1/14 18:00
86,1728A,2019/1/14 18:00
65,1730A,2019/1/14 18:00
57,1731A,2019/1/14 18:00
98,1733A,2019/1/14 18:00
111,1734A,2019/1/14 18:00
105,1735A,2019/1/14 18:00
112,1736A,2019/1/14 18:00
118,1737A,2019/1/14 18:00
,1738A,2019/1/14 18:00
80,1739A,2019/1/14 18:00
63,1740A,2019/1/14 18:00
71,1741A,2019/1/14 18:00
